Codigo Instancia,Nit,Fecha Corte,Punto Entrada,Estado Verificación,Periodo,(+/-) Ganancia (pérdida),(+/-) Ajustes por gastos por impuestos a las ganancias,( + ) Ajustes por gastos de depreciación y amortización,(+/-) Ajustes por deterioro de valor (reversiones de pérdidas por deterioro de valor) reconocidas en el resultado del periodo,(+) Ajustes por provisiones,(+) Ajustes por costos financieros,(+/-) Ajustes por pérdidas (ganancias) de moneda extranjera no realizadas,(+/-) Ajustes por pérdidas (ganancias) del valor razonable,(-) Ajustes por ganancias no distribuidas de asociadas,(+/-) Ajustes por pérdidas (ganancias) por la disposición de activos no corrientes,(+/-) Otros ajustes para conciliar la ganancia (pérdida),Total ajustes para conciliar la ganancia (pérdida),(+/-) Ajustes por disminuciones (incrementos) en los inventarios,(+/-) Ajustes por la disminución (incremento) de cuentas por cobrar de origen comercial,(+/-) Ajustes por disminuciones (incrementos) en otras cuentas por cobrar derivadas de las actividades de operación,(+/-) Ajustes por el incremento (disminución) de cuentas por pagar de origen comercial,(+/-) Ajustes por incrementos (disminuciones) en otras cuentas por pagar derivadas de las actividades de operación,(+/-) Otras entradas (salidas) de efectivo,Flujos de efectivo netos procedentes de (utilizados en) actividades de operación,(+) Flujos de efectivo procedentes de la pérdida de control de subsidiarias u otros negocios,(-) Flujos de efectivo utilizados para obtener el control de subsidiarias u otros negocios,(+) Otros cobros por la venta de patrimonio o instrumentos de deuda de otras entidades,(-) Otros pagos para adquirir patrimonio o instrumentos de deuda de otras entidades,(+) Otros cobros por la venta de participaciones en negocios conjuntos,(-) Otros pagos para adquirir participaciones en negocios conjuntos,"(+) Importes procedentes de la venta de propiedades, planta y equipo","(-) Compras de propiedades, planta y equipo",(+) Importes procedentes de ventas de activos intangibles,(-) Compras de activos intangibles,(+) Recursos por ventas de otros activos a largo plazo,(-) Compras de otros activos a largo plazo,(-) Anticipos de efectivo y préstamos concedidos a terceros,(+) Cobros procedentes del reembolso de anticipos  y préstamos concedidos a terceros,"(-) Pagos derivados de contratos de futuro, a término, de opciones y de permuta financiera","(+) Cobros procedentes de contratos de futuro, a término, de opciones y de permuta financiera",(+) Dividendos recibidos,(+) Intereses recibidos,(+/-) Otras entradas (salidas) de efectivo,Flujos de efectivo netos procedentes de (utilizados en) actividades de inversión,(+) Importes procedentes de aumento de capital y/o recolocación de acciones,(-) Disminución de capital social y/o readquisición de acciones,(-) Pagos por otras participaciones en el patrimonio,(+) Importe procedente del aumento prima por emisión,(-) Disminución de prima por emisión,(+) Importes procedentes de préstamos,(-) Reembolsos de préstamos,(-) Pagos de pasivos por arrendamientos financieros,(-) Dividendos pagados,(-) Intereses pagados,(+/-) Otras entradas (salidas) de efectivo,Flujos de efectivo netos procedentes de (utilizados en) actividades de financiación,"Incremento (disminución) neto de efectivo y equivalentes al efectivo, antes del efecto de los cambios en la tasa de cambio",(+/-) Efectos de la variación en la tasa de cambio sobre el efectivo y equivalentes al efectivo,Incremento (disminución) neto de efectivo y equivalentes al efectivo,Efectivo y equivalentes al efectivo al principio del periodo,Efectivo y equivalentes al efectivo al final del periodo
166224,900085546,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,4731794,-344184,154131,,,,,,,,-3781649,-3971702,-16460385,22688515,,-6703547,,-1515924,-1231249,,,,,,,,463438,,506293,4503213,,,,,,,,,3533482,,,,,,,3682521,,,,,-3682521,-1380288,,-1380288,3167029,1786741
166235,860510841,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2456973,234261,184652,0,0,0,0,0,0,0,-69655,349258,0,-1882895,0,-1517227,0,-255172,-849063,,,,140,,,,906678,,3595,,,,,,,,,,-910413,,,,,,,,,,,,,-1759476,,-1759476,2849384,1089908
166236,900048727,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-45949,,153628,,,,,,,9735,,163363,,572638,-26256,1851306,-35911,700000,3179191,,,,,,,77266,1755304,,1127500,,873064,,,,,,,,-3678602,,,,,,,,,,,,,-499411,,-499411,775056,275645
166261,800010028,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,34525,368318,18345,,,,,,,,,386663,,-1984285,1498557,-152597,-201169,829487,411181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411181,,411181,2555758,2966939
166262,890403235,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,5732100,2965114,134347,,,,,,,,,3099461,1433172,-11549876,,4382078,,,3096935,,,,221000,,,,5787,,,,,,,,,,,,-226787,,,,,,,,,,,,,2870148,,2870148,1287520,4157668
166271,900522125,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,709120,50522,,,290279,,,,,757319,-115894,982226,100000,,-3629087,3582155,,-737051,1007363,,,,,,,,3042,,,,,,,,,,,,-3042,,,,,,,,,,,,,1004321,,1004321,548897,1553218
166274,900192726,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,591611,,165713,,,,,,,,5860,171573,1163100,-1955239,1072615,1612584,103579,,2759823,,,,,,,25000,77065,,,,,,,,,,,,-52065,,,,,,27848,,,1009277,,,-981429,1726329,,1726329,104725,1831054
166296,830099228,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,14314110,1866678,3695,163386,0,0,0,-16163534,0,-98299,0,-14228074,0,1100556,0,109747,-487509,0,808830,0,0,0,0,0,0,559100,0,0,0,0,0,0,0,0,0,0,0,0,559100,0,0,0,0,0,,1538258,0,0,0,0,-1538258,-170328,,-170328,215945,45617
166297,811043926,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2683999,30207,,,,,,,,,-2005440,-1975233,,,409458,65,-261739,-120205,736345,,,,,,,,,,,,,,,,,467206,,-117593,349613,,,,,,,,,550000,,-542180,-1092180,-6222,,-6222,52057,45835
166309,830102129,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,7452,,47516,,,,,,,,,47516,441981,-131620,,-544957,224867,39911,85150,,15229,,,,,,,,,,,,,,,,,,-15229,,,,,,,12388,,,,,-12388,57533,,57533,90313,147846
166343,901026035,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,41754,,,,,,,,,,,,,35190,,-67946,,22222,31220,,,,,,,,,,,,,,,,,,,-47391,-47391,,,,,,,,,,,13937,13937,-2234,,-2234,8821,6587
166359,800042928,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,332515,174119,331265,93856,,466552,,,,,,1065792,,-83677,5005,350774,-122882,,1547527,,,,22732,,,,38543,,34982,,,,,,,,,-306062,-402319,,,,,,,561048,310979,,466552,,-1338579,-193371,,-193371,703714,510343
166382,890900223,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,5394443,,4733629,,1738918,4074399,-558765,,,15261,-1862174,8141268,4229636,986458,,-12314870,266342,-7526034,-822757,,,,,,,42355,4105307,,,,156587,,,,,,,,-4219539,,,,,,8222066,,1968146,2467384,,,3786536,-1255760,,-1255760,3095035,1839275
166448,890210147,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,454925,61944,,,,,,,,,21959,83903,,2718943,-16554,740154,-160344,,3821027,,,,,,,233081,43589,,,,,,,,,,,,189492,,,,,,,,,3872000,,,-3872000,138519,,138519,89842,228361
166458,800249435,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,85675,,,,,,,,,,,,,,176970,,67115,1156,330916,,,,,,,,,,,,,,,,,,,733169,733169,,,,,,,,,,,,,1064085,,1064085,741181,1805266
166459,900076328,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,204086,,,,,,,,,,,,23875,1431694,,-469820,-530822,,659013,,,,,,,,430675,,,,,,,,,,,,-430675,,,,,,,,,,,65557,65557,293895,,293895,266,294161
166472,900366826,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1275835,8683980,,,,,,8320981,,,,17004961,,-149733,-137550,-15948,344852,,18322417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13400000,,-18734940,-32134940,-13812523,,-13812523,22001838,8189315
166474,890904724,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-48503,23251,984084,-182473,,1278084,,,,,,2102946,-441530,273250,,858663,,50728,2795554,,,,,,,,138076,,,,,,,,,,,,-138076,,,,,,,,1495536,,1278084,,-2773620,-116142,,-116142,147751,31609
166492,860071224,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1535776,,74321,,13851,,0,-4411,,,758261,842022,-411728,-581352,157563,-150444,-778861,0,612976,,,,,,,,504522,,,,,,,,,,,,-504522,,,,,240,,,,870000,,,-870240,-761786,,-761786,2619288,1857502
166509,900506930,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,137802,-259319,69468,,,,,,,,,-189851,,436318,-665199,-422627,92860,,-610697,,,,,,,132591,539923,,,,,,,,,,,,-407332,622000,,,,,561047,428691,,,35446,,718910,-299119,,-299119,305188,6069
166516,830131226,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1541189,,333987,,,,,,,,,333987,267882,3531465,-447969,2217612,187793,,7631959,,,,,,,2460259,,,,,,,,,,,,,2460259,,,,,,,5125000,,6314073,,628485,-10810588,-718370,0,-718370,1739822,1021452
166522,900031030,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,422092,-46936,274539,,,11471,,,,,,239074,-1432236,-842983,,519819,,-2730548,-3824782,,,,209100,,,,391600,,,,,,,,,,,,-600700,,,,,,3852572,,,,,127,3852699,-572783,,-572783,2059663,1486880
166527,800082726,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,32209704,2205839,16545,,,,,,,,,2222384,-126917596,109934,,150992,5971118,,-86253464,,34252700,,,,,122922786,3338,1542,,,,,,,,,,-3871663,84796627,,,,,,8032005,,,10000000,,2911372,943377,-513460,,-513460,2416305,1902845
166558,900007640,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,328493,950936,847720,0,0,0,0,0,0,0,0,1798656,213490,-1087004,8132,-37826,1685525,0,2909466,0,0,0,0,0,0,0,615150,0,0,0,0,0,0,0,0,0,0,0,-615150,0,0,0,0,0,1725265,2560615,0,0,0,0,-835350,1458966,0,1458966,1126958,2585924
166559,890930545,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,80752114,41424873,22057207,,151305709,,-5127,,,,-18603374,196179288,10652363,-34065460,55445,21541819,-2224555,3399467,276290481,,,18347769,209333693,,,8845227,10912345,,3167534,,,,,,,,7487558,2584768,-186148250,,,,,,19134509,16746695,,,25624609,-24768086,-48004881,42137350,,42137350,27657235,69794585
166567,860450020,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,287625,0,9025,0,0,0,0,0,0,0,739850,748875,0,199721,-99615,-27000,675651,0,1785257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1788757,0,0,0,0,0,0,0,0,-1788757,-3500,0,-3500,4000,500
166570,900401436,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,37045585,4747169,,,,,,-608381,41125632,,-163427,-37150271,,-402181,-34015,589742,-164163,,-115303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-115303,,-115303,118615,3312
166610,830510843,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1818346,155762,65030,,,,,-46516,2051156,296967,,-1579913,,-541852,,-524218,30409,,-797228,,,,,,,,105490,,,3297418,9732058,,,,,,,-1771766,-8311896,,,,,,9128284,839344,,,,,8288940,-820184,,-820184,1793782,973598
166623,800116325,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,161275,,,,,,,,,,,,,-1722342,-53437,172135,1254150,178418,-9801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9801,,-9801,83508,73707
166639,900025233,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,670476,226926,1481097,,,,,,1050123,30857,,688757,-23833,,146264,-3931257,,-865034,-3314627,,,,,,,,72124,,,1513762,,,,,,,,,1441638,3283970,,,,,,1400505,,,,,1883465,10476,,10476,281211,291687
166648,890505326,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,283423,120041,823304,9728,0,0,0,0,0,0,0,953073,-59483,-265309,0,-204565,0,-392852,314287,0,0,0,0,0,0,145598,0,0,0,0,0,0,0,0,0,0,0,-181260,-35662,0,0,0,0,0,0,808906,0,0,0,0,-808906,-530281,0,-530281,1381893,851612
166652,800134536,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,31871593,1108214,1673755,632584,,,,,2014690,,,1399863,,-4538006,-270359,2029440,1533497,-3423737,28602291,,,,1738332,,,,453857,,1433836,,,,,,,,,,-3626025,,,,,,184501,117248,,24890284,,,-24823031,153235,,153235,21050288,21203523
166657,900348128,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,73047,7836,12366,0,0,0,0,0,0,0,0,20202,-165259,224629,0,-329157,0,154113,-22425,0,0,0,0,0,0,74821,0,0,0,0,0,0,0,0,0,0,0,0,74821,0,0,0,0,0,0,0,0,0,0,0,0,52396,0,52396,17325,69721
166673,900092728,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,120498,,303205,,,,-160377,,,,,142828,-116962,-4306084,,1113009,7425396,,4378685,,,,,,,8911,32435,15187,,,,,,,,,,22216,13879,,,,,,15112340,19628385,,,,,-4516045,-123481,,-123481,163741,40260
166709,900413231,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,244710,,19398,,,,,,,,210631,230029,,-2576536,14265274,792007,404376,-10604177,2755683,,,,,,,,,,,,,,,,,,,-1030792,-1030792,,,,,,,,,,,-695621,-695621,1029270,,1029270,76367,1105637
166795,800007447,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,622631,,,,,,,,,,,,167607,-1070378,40349,56648,-93613,-326780,-603536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-603536,,-603536,845633,242097
166816,800026825,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,67690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104768,160662
166840,800192026,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,169504,-2026,2703,574055,,,,,,,-448835,125897,,-67,,-263213,,13219,45340,,,,,,,,,,,,,,,,,,,-42311,-42311,,,,,,,,,,,,,3029,,3029,285475,288504
166844,860048795,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-571098,-34033,31770,,,,,,,,139600,137337,,54812,90834,-2975,-1227678,-33094,-1551862,,,,,,,,,,,,,,,,,,,1545267,1545267,,,,,,,,,,,,,-6595,,-6595,13387,6792
166847,900744329,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-4700,0,0,0,0,0,0,0,0,0,0,0,0,38,0,1555,3107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
166863,817002533,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,100846,639099,,,217330,,,,21123,,,835306,-329559,5374953,6285049,-5214179,846745,-727831,7171330,,,,6698899,,,,,,,,,,,,,,,1358807,-5340092,,,,,,,,,,,,,1831238,,1831238,946481,2777719
166866,800031929,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-129917,1579543,1068561,0,0,2575363,0,0,0,0,2826983,8050450,-22573,16257246,,80708,,-1305312,22930602,,14196745,,,,,,2504517,,1866541,,,,,,,,,0,-18567803,,,,,,79897,2149514,,,2575363,,-4644980,-282181,,-282181,413141,130960
166891,890903833,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1030683,,2711,,3984,,,,,,2955,9650,,-245130,-164204,-170473,,,460526,,,,,,,,,,,,14437,,,,,771847,,,757410,,,,,,,,,1002948,,,-1002948,214988,,214988,45162,260150
166909,860043526,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,406153,26714,45136,,,,,,,,511389,583239,,116969,,-222207,,,884154,,,,,,,,,,,,,,,,,,,,,,,,,,,709277,,,,-235663,-944940,-60786,,-60786,114348,53562
166910,800246027,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1127131,-9263,27083,,,,,-705139,,,-5517,-692836,,-5224,581969,-1042225,,845,-30340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9404,-9404,-39744,,-39744,139338,99594
166953,900993835,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,61146,70108,35881,,,,,,,,,105989,132870,9000,-330431,23486,715549,6431,724040,,,,,,,,468740,,,,,,,,,,,,-468740,,,,,,,,,,,,,255300,,255300,191512,446812
166956,890400246,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-1797422,-259726,1145628,,242150,,,,,,-691058,436994,1911437,-2784517,27519,2704111,816437,,1314559,,2319,,,,,100574,94078,,,,,,,,,,,,4177,,,,,,,,,,1432822,,-1432822,-114086,,-114086,1604857,1490771
166985,900425518,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-2228033,,19134,,,,,,,,,19134,,-1548108,-1070503,2077805,-111084,482632,-2378157,,,,,,,,25176,,,,,,,,,,,-170,-25346,,,,,,3857,,,,,,3857,-2399646,,-2399646,2544401,144755
167000,900523834,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-2028323,537904,129065,0,0,0,87559,0,0,0,1404625,2159153,0,4622968,-1862428,-2796938,-537904,-1404625,-1848097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1848097,-87559,-1935656,2159044,223388
167004,900396756,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,113941,88552,34171,,,,,,,,,122723,,-44461,,-1367002,-69596,881173,-363222,,,,,,,,24955,,,,,,,,,,,,-24955,,,,,,154622,,,,,233478,388100,-77,,-77,8020,7943
167010,805011433,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,414941,39430,221302,,,,,-10584,,,-65298,184850,-106971,-396390,10587,,298707,17557,423281,,,,,,,,800175,,,,,,,,,,,,-800175,,,,,,1119635,,,200000,,12066,931701,554807,,554807,1015072,1569879
167013,900292833,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,8109193,,,,,,,-5753572,,,833870,-4919702,4898,-164671,84088,44319,825974,,3984099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3984099,,3984099,3013285,6997384
167016,860000743,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-34175,-57523,4416,,,,,,,,,-53107,,26741,-177,-118764,55282,,-124200,,,,,,,,1849,,,,,,,,,,,,-1849,,,,,,,,,,,,,-126049,,-126049,195098,69049
167025,800135532,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,3747532,1845799,1556882,3906,,,,,,,,3406587,-1629556,-2764065,,916398,,-1389231,2287665,,,,,,,,529677,,726466,,,,,,,,,-87,-1256230,,,,,,,1375917,,100000,,,-1475917,-444482,,-444482,1169367,724885
167026,824006407,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,618559,,113519,,,,,,,,,113519,857699,-1021897,-2784271,194676,0,,-2021715,,,,,,,540000,1230538,,,,,,,,,,122,,-690416,43358,,,547500,,2883171,,,346846,38480,,3088703,376572,,376572,414676,791248
167058,804009532,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,55062,74674,30550,0,0,0,0,-94487,0,0,49982,60719,0,-526002,0,209699,0,346197,145675,0,0,0,0,0,0,0,18979,0,76553,0,586638,0,0,0,0,68249,0,0,-613921,0,0,0,0,0,0,0,16474,0,0,645000,628526,160280,0,160280,963552,1123832
167061,800241331,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,691572,,,,,,,,,,,,,,1035281,,-1710417,,16436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1324,1324,17760,,17760,36492,54252
167072,811027733,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,461795,,50885,,,,,,,,,50885,368288,-617336,,-565990,93883,-5000,-213475,,,30758,,,,,13491,,,,,,,,,,,,17267,6549,154804,,,,952140,,,101605,,-421573,280707,84499,,84499,336319,420818
167092,900329845,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-487683,-8537,166667,,,,,,-48393,,,206523,,-2021058,3374,-4149589,6448386,,-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,,-47,87,40
167103,830107233,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-442803,,,,,,,,,,20000,20000,0,-1030648,-52598,8328187,65222,0,6887360,,,,,,,,,,,,,,,,,,,-5049952,-5049952,,,,,,,,,,,-6212500,-6212500,-4375092,,-4375092,4713768,338676
167186,830140728,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,559558,,,,466682,,,,,,,466682,1486327,-1891765,122184,-41965,-1012868,,-311847,,,,,,,,,,,,,-20248,,,,,,2654,22902,,,,,,,,,,,-111283,-111283,-400228,,-400228,460398,60170
167189,890502559,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,94962,75770,115094,25511,,,,,,,,216375,0,-271808,-4773,104902,6447,-90841,55264,,,,,,,,449527,,,,,,,,,,,,-449527,,,,,,502727,,,,,-31768,470959,76696,,76696,1247826,1324522
167215,805027231,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,8959605,5231602,183540,127089,,11989211,,,,,-356483,17174959,,-62179431,,146000,,-159835,-36058702,,,,,,,,205766,,,,10000,,,,,,,225388,9622,,,,,,283841854,238428618,,2422590,6700713,,36289933,240853,,240853,6871986,7112839
167237,860510031,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,13246731,5272016,5871272,2107869,,,,,,-7542209,103965,5812913,,-7351140,-2090819,-1189310,-8841437,,-413062,,,,,,,,39196420,13374667,1291836,,,,,,,,,,-27113589,,,,,,66702716,43667758,,2100000,,,20934958,-6591693,,-6591693,15145153,8553460
167249,900529730,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-3427901,52226,342007,0,0,2723675,0,0,-1458306,0,1439425,6015639,0,4872593,104339,0,-2401550,-513196,4649924,0,0,0,0,0,0,4155,0,0,0,0,0,0,0,0,0,0,0,0,4155,0,0,0,0,0,1264000,3109844,0,0,2723675,0,-4569519,84560,0,84560,1993,86553
167259,800038135,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-436989,20999,12271,,,,,,,,,33270,,-2962329,,,,-1613910,-4979958,,,,,,,,,,,,,,,,,,,6609837,6609837,,,,,,,,,,,-1652072,-1652072,-22193,,-22193,33022,10829
167265,804008044,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,409369,,,,,,,,,,52374,52374,,-1478756,25627,-27834,522919,,-496301,,,,,,,,433310,,,,,,,,,,,,-433310,,,,,,,,,,,1137610,1137610,207999,,207999,114113,322112
167270,800120131,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,117061,65000,,,,,,,,,,65000,-1228116,896523,-2802156,-929688,-1108746,0,-4990122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4832164,4832164,,,,,,,,,,,89912,89912,-68046,,-68046,196974,128928
167297,900471263,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-64888,,,,,,,,,,,,,3383,1763,-2222,-2516,7381,-57099,,,,,,,,,,,,,,,,,,,66777,66777,,,,,,,,,,,-9678,-9678,0,,0,185,185
167300,860044360,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,139239,1862,,,,,,,,-28005,,-26143,,,1890995,,2051836,-13958,4041969,,,,,,,,,,,,4041969,,,,,,,,-4041969,,,,,,,,,,,,,0,,0,4016,4016
167307,900055835,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,298071,254354,19864,-670978,190128,6560,,,,,,-200072,,613916,44151,-330703,-6910,-357704,60749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60749,,60749,12183,72932
167316,901024933,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-9942,,,,,,,,,,,,,,,5824,,,-4118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65000,,,-65000,-69118,,-69118,71278,2160
167323,900309444,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1131492,,597896,,,,,,,,,597896,1561295,643464,1009128,-2211881,-24397,-3505,2703492,,,,,,,365664,,,,,,,,,,,,33369,399033,,,,,,,1572854,,,,-606141,-2178995,923530,,923530,750641,1674171
167325,811014733,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,918719,38021,139921,0,569911,0,0,-27269,0,0,80651,801235,-181730,209890,-274569,-292443,96494,-106343,1171253,,578000,,,,,,229043,,,,,,,,,,,,-807043,,,,,,1074580,1375499,,500000,,-121534,-922453,-558243,,-558243,1359367,801124
167334,900125031,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-2817496,-68911,91296,,,,,,,,,22385,,-166336,,,20466,,-2940981,,151452,13861,,,,,,,,,,,,,,,,,-137591,,,,2984475,,,,,,,,2984475,-94097,,-94097,96213,2116
167335,800060204,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-346691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,4
167344,860503631,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,4646266,,112707,,893424,,,,,,,1006131,,1417799,-504080,-1352686,-603021,208812,4819221,,,,6878695,,,,774252,,,,,,,,,,,,-7652947,,,,,,1106854,,,39854,,,1067000,-1766726,,-1766726,1928254,161528
167348,816008443,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,101139,4929,26054,,,,,,,,,30983,-356168,596561,,396313,-73650,-359030,336148,,,,,,,,64433,,759,,,,,,,,,,-65192,,,,,,,,,156287,,,-156287,114669,,114669,291026,405695
167352,830090933,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-1311859,0,35203,0,0,0,0,0,0,0,0,35203,-9055663,522154,127446,4931339,-29105,108393,-4672092,0,0,0,0,0,0,0,6927,0,7734,0,0,0,0,0,0,3263,0,0,-11398,0,0,0,0,0,0,0,0,0,0,0,0,-4683490,,-4683490,4755440,71950
167375,860037232,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,5308973,376635,1022751,,14109,,,,-1213603,,327414,2954512,4752601,22527745,,-25161362,-1446231,8784232,17720470,,,,8985217,,,,475224,,,,,,,,,,,1274415,-8186026,,,,,,,1829737,,,,,-1829737,7704707,,7704707,7940702,15645409
167378,900225631,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,814841,,,,,,,,,,,,-8226,-823320,2233,177132,37045,,199705,,,,,,,300000,50218,,,,,,,,,,,,249782,,,,,,,,,,,,,449487,,449487,94395,543882
167391,800157530,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,34549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171876,171372
167394,816003935,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,817050,,487940,,,,,,,,,487940,,721159,850599,140874,-40489,,2977133,,,,,,,,2567778,,,,,,,,,,,,-2567778,,,,,,,,,,,1092084,1092084,1501439,,1501439,189289,1690728
167406,806000233,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1731350,1125703,270605,,,,,,,,,1396308,-178180,357580,778292,-1740125,3480239,,5825464,,,,,,,,747473,,1609,,,,,,,,,5184866,4435784,,,,,,205048,,,,1371331,,-1166283,9094965,,9094965,3725438,12820403
