Ganancia bruta,"Ganancia (pérdida), antes de impuestos",Efectivo y equivalentes al efectivo,Gastos de administración,Total de activos,Total pasivos,Razón de la Deuda/Ingresos (%),Ganancias acumuladas,Ganancia (pérdida),Impago
155790,235686,1692,106951,14267606,958032,0.06714735464,12788314,218447,1
49555,-23430,3952,48569,13895646,1009996,0.07268435019,12569867,-25995,1
227582,-92917,58035,45259,2677203,2519140,0.9409596508,104911,-121308,1
1373986,167073,153186,64361,10606622,10327251,0.9736606999,226219,31525,0
64421519,1330096,5488547,14937279,446910689,320051065,0.7161409939,-105046247,1107795,0
59416283,505448,4610987,13406766,445665224,317032225,0.7113685518,-103234732,468051,0
53686392,7134920,23646061,25494720,64014409,59560731,0.930426945,-16826240,4341033,0
29665059,2717237,11710205,14436184,42404645,40995058,0.9667586652,-19901183,1266090,0
0,-110722,4497,49240,42341789,297443,0.007024809462,26034601,-111623,1
17915,11258,24323,46656,41204437,424319,0.01029789583,21774320,8582,1
2157611,305038,393891,2023515,14120051,8196654,0.5804974784,-51099,200447,0
1582088,-109057,409912,2262980,14055983,8333033,0.5928459788,-251546,-1212291,0
198797,49744,9694,114151,9646223,1225403,0.127034488,7687408,37107,1
446033,208257,62889,143073,10002359,1610619,0.1610239145,7663073,140724,1
903678,9810898,239507,41949,61839875,1100727,0.01779963171,31713128,9894974,1
755762,11673386,270837,73015,53167853,2217203,0.04170194723,21863264,11738293,1
5392529,7815591,3809622,1117787,94333153,36473740,0.3866481596,40737271,8156813,1
5381908,182649,2867381,2485234,83956270,34973108,0.4165633847,29560646,-3019812,0
94667520,5868006,425467,22831910,86536998,51831218,0.5989486485,32231287,3620392,1
86303690,3191040,894187,16840231,84621328,53575659,0.6331224086,28604422,3099247,1
6393256,1783853,582004,1550065,16283945,10757139,0.6605978465,3995335,1085805,1
5773935,816775,432447,1546446,11882459,7441459,0.6262558112,2909529,508777,1
3261603,-1733389,144893,5182486,217519123,42956384,0.197483253,173420954,-1731272,1
2865143,950498,179236,2833246,201421035,25127024,0.1247487582,175152226,901348,1
722416,199127,341348,183473,9258682,5364888,0.5794440289,1713278,83895,1
193608,23344,555722,168482,13167782,9357883,0.7106650915,1629383,11766,1
0,5716970,477655,779521,79849782,31502078,0.394516769,25336275,3838401,0
0,6792210,434225,608250,80687500,35555976,0.4406627545,22120095,4081361,0
207060,195871,1737240,3105,10590969,1830504,0.1728363099,2950670,149371,1
199423,194975,1654506,3536,10419114,1808020,0.1735291504,2801299,130332,1
33206,1236,5649,2488,16716894,517880,0.03097943912,10632116,-6941,1
148361,151640,6001,3399,16311993,106038,0.006500615835,10639057,124034,1
2816160,1552004,232649,1247238,14954459,1677684,0.1121862048,6687981,1367538,1
1223219,838474,71499,335717,13398764,1489527,0.1111689854,5320443,749070,1
3117540,1549854,69742,1521283,16163154,2654524,0.1642330451,5844217,1296074,1
1624195,1029690,17750,582243,15574490,3361934,0.2158615788,5467717,919574,1
2022129,-110413,134232,296545,4358956,2833543,0.6500508379,390090,-141185,0
2397894,-70999,299585,369442,4255388,2988790,0.7023542859,195794,-65941,0
1912215,-280901,165043,865342,5475275,4671770,0.853248467,-156495,-280901,0
2523699,-11067,468852,0,6397529,5313123,0.8304961181,124406,-11067,1
0,1053841,3884,208670,11230914,3114870,0.2773478632,698582,579124,1
0,421080,27605,105262,10145056,2608136,0.257084436,119458,256684,0
965147,733936,43665,218182,6355145,2405940,0.3785814486,3355947,431088,1
1288725,1314306,165125,174098,4845049,1326932,0.273873804,2924859,931495,1
315292,195054,316503,0,7873766,4629452,0.5879590529,1763038,126548,1
578853,823776,570230,0,7029496,3911730,0.55647375,2116115,479626,1
3615091,706166,170317,2719526,16561793,8832103,0.5332818131,6289528,564763,1
5722644,1616106,367967,3473427,15867482,7502554,0.4728257451,7019687,949209,1
14622006,2410758,1106274,4125943,30625817,19932653,0.6508447758,2931722,1313271,1
12901684,4616563,965697,3815580,26248543,15897916,0.6056685127,5217500,3599049,1
93,-5026337,1207951,305221,53706605,38954826,0.7253265404,-18665309,-5097356,0
85,-4911891,917238,201049,53378179,39029044,0.7311797579,-13567953,-5080803,0
13653505,1410519,594712,11265158,80888085,31004496,0.38330115,34069267,1115420,1
13506285,10988474,218910,11667158,82892940,34124639,0.4116712352,32953953,10830955,1
4017189,122829,230702,1836278,4248737,2170949,0.5109633757,1817173,46908,0
3876116,-52356,217362,1856433,4610466,2579586,0.5595065661,1770265,-89059,0
813527,-236695,143078,1012712,2447340,1784181,0.7290286597,-253868,-250895,0
1196025,-63844,178825,1220533,2648695,1992141,0.7521217052,-2973,-96486,0
-60962,-567964,2498,482780,6073083,1554589,0.2559801998,-4381184,-671280,1
-214613,-771612,2452,555210,6648440,1458666,0.2193997389,-3709904,-965128,1
45070,-213009,18329,189317,8349206,4568745,0.5472071236,3750461,-220744,1
120109,-545411,8312,366361,7931285,3930080,0.4955161742,3971205,-570712,1
758478,13862286,1435749,1622949,121129299,50212647,0.4145375843,69916652,13148948,1
3350357,11060302,2388462,1365774,115277453,57394358,0.4978801709,56883095,10780085,1
9937,192744,703768,10223,10534832,5457335,0.5180277199,5072497,125915,1
0,3922478,136953,14310,10524663,4922678,0.4677278503,5596985,3909621,1
16270683,3584519,2206234,3702602,61158470,38096691,0.6229176596,20289043,2771734,0
14652069,1747449,2936034,3034295,58054344,38326985,0.6601915095,17561553,1447771,0
776806,1223871,32950,653081,3672302,229606,0.0625237249,2292896,1246078,1
1323173,4527880,164118,1993431,4763731,745059,0.1564024081,2868872,3886369,1
936548,1707545,2766789,665697,35910918,6281606,0.1749218998,4088686,1437677,1
2735560,3255229,4102006,789970,36684610,9140190,0.2491559812,5093715,2442706,1
7604316,3995988,2976505,2057803,8859047,3694336,0.4170128006,3976564,2677312,1
5697023,1588674,0,2383532,4994679,2507280,0.501990218,1299252,1064412,0
202089,233943,1219,53631,8954530,1535384,0.171464499,6550047,195124,1
157197,64302,8559,102403,8747285,1523263,0.1741412335,6354923,29501,1
515052,3342737,1218950,1060601,56373918,17783869,0.315462711,38362181,3233746,1
128341,2273238,2027201,1352173,47053384,11697081,0.248591706,35128435,2036239,1
1927727,885668,624113,1338694,18158368,9404686,0.5179257299,2194625,585338,0
1594534,715505,577341,963961,16903071,8734727,0.516753849,1660176,508856,0
1923657,1213409,1284494,918856,17154780,7875127,0.4590631299,2650473,778650,0
1937036,1218877,993867,954445,17336665,8835662,0.5096517698,1958371,865483,0
2813744,1130561,28048,1641030,69381167,15685964,0.2260838882,40939745,961561,1
2797573,1029594,0,1401629,69383590,16649948,0.2399695375,39978184,741005,1
8702016,890341,159350,6711992,89430280,48095834,0.5378025653,8139763,676553,0
12737815,226852,733181,6951581,88928441,50301058,0.5656352167,9946906,2610777,0
1062924,423966,62212,716955,9926936,3368984,0.3393780317,1877383,289620,1
899719,401035,109345,571885,8215342,2549486,0.3103323027,1587763,266830,1
5662925,257491,420545,4212991,25757808,16735689,0.6497326558,-1187881,107590,0
3826859,-1106066,686964,3860913,25920345,17005816,0.6560798477,-1295471,-1221239,0
0,8567464,49248,8943,49124625,2400236,0.04886013888,6696829,8557901,1
0,-3781319,357975,28728,42466718,4300230,0.1012611806,-3790742,-3786058,1
2891665,472244,553865,1141056,19319108,11958644,0.6190060121,4164554,314861,0
2025725,415434,250040,1196463,19294067,12240272,0.6344060068,3889371,279688,0
4920591,6334759,53290,2009452,132363227,19999996,0.1510993382,9699284,5818266,1
4350771,4496545,578050,1886288,124186991,17747501,0.1429095017,3882183,3953095,1
174751,8095,1294,75102,11711936,6674755,0.5699104742,4947181,-82338,1
1749820,656847,5577,495333,10888184,5768665,0.5298096542,5029519,409741,1
14280052,1297259,733941,9800255,41466228,40571326,0.9784185338,879902,875495,0
8508283,-185222,838825,5354323,36020009,35925261,0.9973695731,532672,-235498,0
-116313,652500,386451,262142,4342119,2957754,0.6811775541,1046693,392624,1
860604,720585,789617,140090,4581095,3589354,0.7835144218,693331,482792,1
1303220,3143639,61661,717852,62153643,47391681,0.7624924093,13711962,3090374,0
5073242,5209119,351335,411308,58795285,47123697,0.8014876873,10621588,4658853,1
0,-59567,0,102259,138981671,11134203,0.08011274379,119274178,-59567,1
16665051,16850602,0,54481,139006458,11099423,0.07984825424,119333745,16841286,1
6125372,-1473781,5481056,3394849,42980143,28496319,0.6630112655,-1448950,-1535856,0
7237959,482928,2564787,4145302,47413236,31393556,0.6621264155,86906,-252737,0
6235485,-2497334,581163,8315008,19916268,6843565,0.3436168362,-10419071,-3512846,0
4882611,-2119170,1045865,6894524,15004243,2810284,0.1872992859,-6906225,-2237372,1
7667381,11648657,25676711,4767081,571577797,68533842,0.1199029115,474704112,2067176,1
7491885,1694838,3692701,4603399,564966336,66165028,0.1171132221,469075765,11576186,1
9527178,5752434,6785904,2457247,10534459,5262154,0.4995182002,4752169,3538975,1
7573556,2517986,3975861,4643747,8132278,6398948,0.7868579997,1352372,1391780,1
952838,63216,54873,129375,2408347,768600,0.3191400575,1033947,39604,1
914448,117113,182664,141220,2800830,1200687,0.4286897098,1001921,75777,1
1885976,577773,9187,1157917,28661419,11529671,0.4022714646,1963931,470839,1
120921,862090,398102,436268,17088081,427172,0.02499824293,1493092,434166,1
1664494,990673,529452,472049,6026515,4468865,0.7415338716,934750,801569,1
780561,140575,171414,622771,2633595,1877514,0.7129091603,133181,94185,1
730620,-1808179,1087688,424929,5350524,955507,0.1785819482,1704327,-1227715,1
724349,-47104,1066542,475015,7229213,1606481,0.2222207314,2932042,5038,1
6042968,1382260,2388047,2447872,13706141,8728851,0.6368569388,4947290,946315,1
5993820,2481961,2555082,2239524,12112289,8081314,0.667199569,4000975,1735516,1
1480843,1077509,688438,540320,2992857,1358913,0.454052098,1090565,700150,1
762548,447630,276802,298653,1889343,955549,0.5057572923,390415,291815,1
0,-64617,20000,64571,4491722,295790,0.06585224998,-259245,-69424,1
0,-25326,20000,27679,4490339,224983,0.05010378949,-189821,-41779,1
54271381,28351857,862364,6823535,161145977,77405557,0.480344334,27179006,18664346,1
43097462,18193778,1540107,6174286,161691305,90548411,0.5600079176,20396002,11870640,1
815878,47854,1958894,807081,45728083,3005492,0.06572530058,130212,23842,1
709428,131855,652627,635067,44503031,1804282,0.04054290145,106370,70162,1
1132752,-834161,2684,2733731,51832705,87272,0.00168372459,41226726,-920705,1
136948,-3021771,87691,4928843,48536638,348,0.000007169841471,42147431,-866180,1
3135431,851850,1878392,1335630,32153145,28175582,0.87629319,2744302,823410,0
2654694,830823,1864906,2248699,30416653,27262500,0.8963017726,1957352,364598,0
935305,484896,543482,321943,4449533,624350,0.1403180963,3147035,264050,1
855427,460454,417191,299597,4432405,871272,0.19656868,2907689,247034,1
9081953,9726980,2013219,6544144,91310020,32399936,0.3548343982,58160084,8610359,1
10003046,9600255,1158233,6180059,79985994,29686269,0.3711433404,49549725,8877052,1
100067,-3300492,453801,14343,10645863,1780609,0.1672583049,-1881512,-3311455,1
73462,-1824587,559544,10206,14369424,2192715,0.1525958869,1429943,-1830618,1
2021669,1312670,2717461,575962,23086052,9857337,0.4269823615,2740117,865743,1
1073102,490494,159892,610707,20609420,9363466,0.454329428,1874374,229184,1
0,-1569577,54943,526617,7244094,232661,0.03211733586,-6523114,-1571051,1
0,-571810,166037,560970,9697785,1115302,0.1150058493,-4952064,-572306,1
1997284,1418178,460225,569086,16554239,2194766,0.1325803016,14354288,1144131,1
1719329,1097171,696798,603653,16410895,3135619,0.1910693475,13270091,928502,1
0,-11306,3333,3003,5363592,4899932,0.9135542002,163660,-11306,1
0,209835,3009,17569,5458067,4983101,0.9129790822,174966,175107,1
-300353,92220,49334,85551,3837940,2581560,0.6726420945,1146380,-815551,0
0,-88640,23411,87698,4609025,2537094,0.550462191,1961931,-2065460,0
2959755,2456589,5157226,1709362,43098655,15278284,0.3544956101,19485288,3061902,0
2454967,6081581,48454,1236523,38885493,14127024,0.3632980557,16423386,5721120,0
1231607,5051260,447304,286793,61820775,1104482,0.01786587114,51165104,4987816,1
-240388,-4304217,2351256,330536,53579228,1013247,0.01891119073,45773588,-4410417,1
502049,1638297,4209,419285,13679385,2777581,0.2030486751,5854777,1597307,1
599984,1008228,3861,330757,13015265,3479999,0.267378267,4257470,933480,1
25821021,-13731936,1597324,39746550,36631924,32062174,0.8752522527,-10233131,-10233131,0
54540082,2205762,223891,51559699,27990033,19754901,0.7057834123,1214730,1214731,0
575015,464281,77469,72932,3016784,1250130,0.414391617,996654,265963,1
452141,338016,423012,56295,2023691,793000,0.3918582432,730691,265348,1
434250,3773,1324,423049,9106260,9014913,0.9899687687,-8653,288,1
83273,-9608,271,76674,6490260,6399201,0.9859698995,-8941,-9608,0
0,3567867,10767,116069,37132438,433411,0.01167203188,33996827,3793465,1
0,3838073,162615,147681,33402352,688990,0.02062699058,30203362,3543147,1
19409004,8105322,6009099,6390050,38830480,26688896,0.6873182098,10030653,5348631,1
16165352,7169079,9984422,5290317,30606886,23101973,0.754796584,5393198,4638160,1
432824,69456,46456,334971,1752259,858325,0.4898391162,333398,42585,1
664898,198784,34580,566162,1335292,483943,0.3624248479,295071,62776,1
1402976,57577,82961,832633,17682322,15707653,0.8883252437,-471888,23394,0
1380925,366001,182220,719338,17679850,15728575,0.8896328306,-495282,313046,0
3004047,676017,1099434,199095,7894411,4493136,0.5691540509,478483,478483,1
2949799,976544,151068,314597,7410842,3797811,0.5124668695,690239,690239,1
195566,166211,14613,68133,5260905,1057563,0.2010230179,2364449,92944,1
190356,101207,119680,129348,5065710,1119088,0.2209143437,2323182,64573,1
31986203,10355210,668414,6545868,80522429,32787824,0.4071887101,17105385,7126893,1
33503862,11721306,3682820,5273942,68191890,27583324,0.4044956666,17469077,7430361,1
97045,-34652,55433,129445,2019968,55112,0.02728360053,1948548,-39366,1
206904,448571,20283,109761,823110,64292,0.07810863676,742510,423557,1
1148015,13770,235526,1133722,40504334,10162952,0.2509102359,26602809,-35350,1
1100428,-91226,193756,1208524,40461750,10396679,0.2569507992,26635855,-268728,1
12475299,2749747,2599260,9608751,37035918,23217552,0.6268928449,8888162,1866624,1
11217224,2222931,3420982,8813039,30817051,18385307,0.5965952745,7642483,1409432,1
250140,218782,10629,274430,16561539,3924757,0.2369802106,2598470,64213,1
246787,324940,15143,314192,16187490,2585976,0.1597515118,2534257,242835,1
287510,228038,34918,59090,6757638,6500229,0.9619084361,107409,98590,0
207685,70463,341098,56,14278567,14069748,0.9853753531,58819,39794,0
183193,-54717,79556,82136,8774794,3337571,0.3803589007,5277167,-80781,0
468465,245927,157002,323043,8395649,2877645,0.3427543243,5357948,197953,1
163503,1597253,1276880,250651,50396590,9765153,0.1937661457,11739541,1503775,1
482531,640043,341340,329218,43737540,6290384,0.143821166,15223507,329661,1
0,3987,3438,204,23755814,23954451,1.008361616,-248637,1212,1
0,-13534,405386,4282,24368643,24568492,1.008201072,-249849,-32250,1
8907019,4551528,2219595,3997140,9869509,4015077,0.4068162864,4564934,4551528,1
3085789,-1120394,2654378,2252206,4900515,2187999,0.4464834818,1423018,-1120394,1
16634593,1265692,8944645,6164487,72808910,38422697,0.5277197118,-6538509,1421600,1
20768951,826816,7275686,8841615,89279766,40570290,0.4544175217,-5914059,2046050,1
1112720,-169631,1117107,1047554,6176845,2043539,0.3308386401,1422298,-169631,1
1028591,48572,1479561,1013525,6999590,2696652,0.3852585651,1640500,48572,1
20768951,826816,7275686,8841615,89279765,40570289,0.4544175155,-5914059,2046050,1
39327185,13795648,11870727,17462526,135335606,48543435,0.358689309,5126953,13087062,1
0,-103072,7297514,501008,10701605,73257,0.006845421785,10115813,-149966,1
0,-192543,7898761,623804,10981784,203470,0.01852795502,10265779,-304932,1
226377,320789,265865,29577,7773823,2896742,0.3726277277,4770921,271837,0
162052,455363,260806,10227,7751734,2984703,0.3850368189,4660871,408544,0
3865315,247698,163765,763260,4442238,2722926,0.6129626553,884545,118662,1
3309013,-949408,321922,581141,4391370,2490720,0.5671851837,1065883,-1079785,0
2403652,715497,984324,1661653,2422556,749968,0.3095771573,1452588,479383,1
1213372,357558,668082,825773,1971746,129738,0.06579853592,1622008,357558,1
56015,1176806,3299817,93604,11741045,6527148,0.5559256438,1796742,2497147,1
121026,653627,488775,80614,7270748,4523998,0.6222190619,-700405,-700405,0
2067281,1699810,365112,490365,6693293,3473246,0.5189143819,2175047,1124572,1
211409,41806,182492,153596,4490830,2395355,0.5333880374,1050475,16957,1
1417299,458036,752,333201,18510733,5027194,0.2715826542,12581393,287799,1
85000,-165363,61431,231533,25246497,14315427,0.567026269,5569399,-165363,0
7812243,247310,3938181,7711237,11301797,8182549,0.7240042446,-4434563,26380,0
7442243,270856,3560924,7219865,11103514,8010646,0.7214514252,-4262210,198733,0
3828161,1851692,571166,1795372,28103702,17275359,0.6147004761,8570128,1238282,1
3226742,1083986,1540396,1487424,52232966,42642906,0.8163983259,8031845,513860,0
3600083,2109806,3399472,3513707,45505309,9585817,0.2106527175,14471839,1629603,1
3433027,1543244,2732618,3454544,46409511,12119622,0.2611452209,12842236,1060945,1
-395540,-18179176,438726,2815266,10649027,25181895,2.364713227,-19650227,-17855344,0
0,-555255,439734,643894,11528963,8206487,0.7118148441,-1794883,-620949,0
0,47840,29974,28812,41867360,5963677,0.1424421554,35873483,44895,1
0,59590,518,46818,41795981,5937193,0.1420517681,35828588,59590,1
223947,-175228,238496,311249,2968354,2907179,0.9793909352,33463,-175242,0
376904,38874,483682,321880,4484554,4248137,0.9472819371,208705,22502,0
3097445,627967,2143107,2815406,16406981,12470236,0.76005671,2214208,331206,0
3211966,932465,1280382,2693314,13045674,9440135,0.7236218688,1934785,517836,0
1056026,432019,2392782,845202,12913861,11773534,0.9116974389,1112615,405755,0
1463614,727134,2351643,702030,15227440,14492868,0.9517599807,706860,706860,0
91706994,68824381,42163419,57031741,104078247,54505839,0.5237005865,47800236,45477707,1
81890420,23296285,28221366,56026733,57284576,34716077,0.6060283487,20462047,14069202,1
12722961,10217501,20233606,2386125,79714690,7757448,0.09731516236,51497968,9316488,1
6509503,3761711,6093910,2603477,69996227,10950446,0.1564433752,42181480,3104930,1
0,26240,0,5168,19111892,1909480,0.09991056877,26240,26240,1
0,189562,0,23187,19080469,1904297,0.09980346919,189541,189542,1
282679,26980598,20563,224105,91947868,4289080,0.04664686733,86005113,26934398,1
242856,4816046,218561,159646,61050306,1965026,0.03218699674,59070715,4725840,1
1872419,349586,920024,509560,2407986,1273013,0.5286629573,774170,207151,1
1603880,263322,291399,445516,1672961,880942,0.5265765311,582716,161846,1
1234724,-880,14676,758359,9747251,5129426,0.526243348,3153532,-92924,1
1307344,166012,81011,747658,9140601,4429852,0.4846346537,3301007,54551,1
1560235,808870,415962,35783,24456595,18329587,0.7494742011,3523373,644986,0
1648048,536333,88226,44724,20785163,15265957,0.7344641464,3323181,292934,0
4354,-261983,877929,51014,14932194,15141216,1.013998077,-219022,-183991,1
20,-39978,7580,28541,14036475,14061506,1.001783282,-35031,-35031,1
1861082,651424,800599,1148257,2534500,574198,0.2265527717,1301298,418351,1
1560167,342182,638623,987767,2165220,623269,0.2878548138,882947,228336,1
2705861,5183010,2360992,1900108,42599595,4068149,0.0954973633,25290591,4764659,1
5942845,3486082,13005185,2665547,44956170,11191287,0.248937732,20741174,2171460,1
1035400,555127,382700,324118,9558569,2574600,0.2693499414,6854873,376637,1
914115,410748,44412,319704,7258845,749889,0.1033069311,6478236,207443,1
7395,412050,1471,734,9349797,1961306,0.209769902,2175845,384659,1
39619,163822,31807,4532,8810613,1983926,0.2251745707,1791186,361762,1
19101,7198089,0,21063,61330866,7329082,0.1195007095,48573576,6473145,1
1575683,6169205,0,41595,53650905,6122266,0.1141130052,42100431,5688771,1
15377911,7949313,32471999,11517213,123150250,106189915,0.8622793295,5899175,4361258,1
6958457,7342720,15240621,9755211,83966405,71367328,0.8499509774,1537917,3738888,1
0,50073,736843,17741,55994241,55843113,0.9973010082,51128,33549,1
0,1399,11848,312,32595403,32477824,0.9963927735,17579,41,1
6515009,2644756,2014192,2538737,75792733,44733757,0.5902116896,16113569,2627662,1
9507554,5970992,2930690,2278219,54597211,26025897,0.4766891298,13625907,5628130,1
1240479,433143,3373,899550,5237545,3474950,0.6634692399,639999,144584,1
860661,-124730,159042,898192,4456473,2729995,0.6125909436,603882,-1539,1
687715,2065322,1061056,5636608,66881436,5986941,0.08951573647,-37499693,2000573,1
613549,-5846165,175083,7177488,58347702,6336780,0.108603763,-39500266,-6046295,1
43902748,31358911,2265764,1086809,369329698,214236597,0.5800686979,108367076,47633659,0
54157017,38007376,4569905,503035,338491028,231031586,0.6825338543,60733417,-28564989,0
803057,-373139,45565,526361,15479300,8568337,0.5535351728,-11274739,-403377,1
-1034296,-9190939,9406,657402,16153658,8839318,0.5472022498,-10871362,-9190939,0
26566191,3771860,2978481,2746144,33598468,14260537,0.4244400965,9813797,2427630,1
24839842,4160169,3846304,3363865,29838200,13166716,0.441270452,7386167,2593529,1
1059874,865557,133827,415610,11993666,7777837,0.6484953808,4193329,450447,0
1255736,444670,42657,337240,11950822,8185440,0.6849269448,3742882,127785,0
17545345,3791315,2063064,1968453,94490280,36702694,0.3884282489,5851957,4536551,0
10953894,556945,2075451,2600062,71522263,23935367,0.3346561755,1315406,556945,1
5629892,2080201,292767,2106465,25355182,13181268,0.5198648545,10330750,1331895,1
4418017,1559913,241806,1555680,21398469,10556450,0.4933273497,8998855,925391,1
6640919,6848021,219457,1423491,55224119,10862128,0.196691739,7509270,6219013,1
7790810,8363023,382331,1190188,52694938,7843699,0.1488510908,9049939,7550190,1
12029299,2238246,820949,3444617,16848132,5495584,0.3261835793,8694373,1734822,1
10396211,814491,121041,3310233,17109505,7491886,0.4378785944,6959444,850851,1
1314615,-3319495,209464,2929790,135993060,156481626,1.150658909,-31713258,-3319495,1
1897996,-4122309,509258,3764872,125756375,142925446,1.136526446,-28393763,-4122309,1
7953415,512873,682255,474621,21411288,16776762,0.7835475381,2821865,272095,0
8461227,466886,262289,622235,17931236,14685789,0.8190059514,2547786,220643,0
3715451,616637,807194,2345313,35999763,27355008,0.7598663358,8129084,400497,0
3052540,922083,471578,2225435,37917383,29673125,0.7825731275,7728587,827403,0
1657543,1355139,105381,480864,39379752,2277757,0.05784081627,1327150,1202017,1
2349845,2148847,237903,587722,34194125,2156608,0.06306954777,1076235,1962177,1
6353279,2300597,4108432,4069824,40957616,23212144,0.5667357202,10335690,1608031,1
7164525,2921136,3499448,3985802,41212451,24045887,0.5834617068,11730859,2035858,1
1021686,8253537,2757499,2133552,311859261,80738984,0.2588955792,213709481,7314884,1
3042675,19697905,3319874,1368929,308351143,80187318,0.2600519564,210753029,17376922,1
8835129,6243434,14195171,2234518,122715822,30263129,0.2466114679,71771610,6017652,1
1727392,-15314514,12146925,5066659,102854553,13403581,0.1303158743,66386338,-15913904,1
0,-2021,2735,2021,15403377,88486,0.005744584451,13789078,-8117,1
92000,90093,2735,1907,15408704,85696,0.005561531976,13797195,76895,1
8752143,5640142,130995,3445861,16974033,7089707,0.4176795815,7934326,4318137,1
8334971,2216995,409582,3088738,13918113,7501925,0.5390044613,4487720,1338050,1
0,-31983,9975,24041,11186321,968346,0.08656518975,9089147,-228259,1
0,-967771,109075,126998,11681312,1235078,0.1057311028,9317406,-1197098,1
24177535,2893681,1166968,6213358,95799470,44633598,0.4659065233,33703781,2379687,0
18842557,184191,426817,5175205,85850702,37057413,0.4316495047,31377317,52804,0
4116844,455530,2236938,2024637,14541573,9379090,0.6449845557,1690506,290343,1
3923253,498103,3834695,1716887,13118982,7910077,0.6029489941,1434257,340944,1
1404667,1318966,265965,117687,21344845,3666256,0.171763065,17318278,1200091,1
437601,154280,275367,82714,20477828,3999330,0.1953004977,16118187,100667,1
389603,146372,749636,308009,12926932,5004684,0.3871517232,2388292,89339,1
53111,209856,1667743,185276,13372734,5539825,0.414262708,2298953,138878,1
378411,213818,406393,161567,4367873,1980636,0.453455492,1474873,236440,0
253274,49737,380617,152254,4435127,1904114,0.4293256991,1238649,62817,1
5888237,1502133,1311589,1241077,12314933,2077347,0.1686852052,3010122,1064875,1
5073949,1061481,2012186,1091719,12339913,3167202,0.2566632358,2600618,655371,1
1537825,642914,4876,999670,20104366,11292859,0.5617117695,7441645,454960,1
2782873,602768,2158,1683057,19410230,11053683,0.5694771778,6986685,461812,0
849736,465859,80788,1180061,30594447,26762912,0.8747637112,3775774,465859,0
519065,617355,258735,862502,28199985,24834309,0.8806497237,3309915,617355,0
3873363,1777213,3884397,1823211,64530515,6984060,0.1082287969,32540955,1393247,1
18618165,35955861,10335506,6946607,124377259,68224051,0.5485251207,31147708,29526844,1
1673778,1048891,1201,261840,48512360,28871333,0.5951335495,114811,1945719,0
1571466,1664115,120652,86102,43769989,30529322,0.6974943951,-1830908,-904390,0
-589689,-6297799,52140,4650944,1221894,5539126,4.53322956,-6301644,-6235267,0
1680971,215716,461013,769766,3526356,1608321,0.4560858291,-66377,10216,1
677058,140584,43663,239819,7175526,14549,0.002027586549,1382788,93998,1
203859,-138675,246808,272616,7715635,648656,0.08407033251,1288790,-210293,1
1588469,730925,154599,815928,31868750,269162,0.008445954109,8961625,569834,1
1542181,915302,19678,584138,31660646,524191,0.01655654784,8581503,746460,1
1578594,16238,474150,3138807,49621905,7249312,0.1460909653,41938733,-77762,1
945027,1103519,776470,1832492,45187996,5944141,0.1315424787,38809995,762385,1
3866537,1246699,274768,1273646,9677331,3567807,0.368676756,3594555,692699,1
2761353,867191,143239,953952,8346889,2973015,0.3561824052,3132155,592144,1
0,104829,0,0,8616987,0,0,465025,104829,#DIV/0!
0,229339,0,0,8512158,0,0,360196,229339,#DIV/0!
15040959,1180874,209039,4139955,74139061,47227468,0.6370119524,1104279,1104279,1
11620598,-2535366,694231,5797670,71638010,53565419,0.7477234362,-4325774,-2744090,0
12047505,4197501,1111433,1198557,29266990,14731287,0.5033413754,12562953,2720247,1
9225180,2733880,801523,1253804,25440162,13624706,0.5355589324,9842706,1751346,1
0,-1439636,34476941,1349549,73775195,446801,0.006056249665,-4960230,-1439636,1
0,-768674,692269,728980,30112079,322373,0.01070577027,-3520594,-765128,1
0,246439,3879,186178,27126799,3957258,0.1458800207,20921547,262462,1
0,21329918,11260,256503,27184574,4202327,0.1545849863,20734253,19381897,1
5849512,412191,309636,1703431,18780997,17386724,0.9257615024,455046,357163,0
5490775,-83583,487338,1684584,18882941,18041899,0.955460222,149098,-95945,0
2135693,530191,48556,1779483,17216507,12475194,0.7246065651,3554755,356378,0
967846,495073,1231760,834967,17928876,13543941,0.755426107,3198377,308134,1
1687021,2594855,58771,1434744,102964908,15030884,0.1459806481,85930582,2171205,1
2602412,-385622,79689,1723658,99304462,13541643,0.1363648997,83772685,133084,1
2668501,2163562,102756,1567983,30979767,24053276,0.7764188801,4857224,1845674,0
1578816,644898,28885,1028915,26698008,21617191,0.8096930303,3011550,543102,0
0,-47520,1591,14958,24107572,23615240,0.9795777028,-1207668,-45577,0
0,607371,70640,110080,25112634,24574725,0.9785801442,-1162091,606727,0
2784754,1902045,96086,430571,25536800,22920823,0.8975605009,1895926,1337706,1
1994054,1254941,6550,282283,14136028,12857757,0.9095735379,558220,747664,1
1975287,488532,88065,1217572,23711350,8574407,0.3616161459,12631842,-325689,1
2094104,587731,523241,1190746,23994258,8446639,0.3520275142,13008918,377655,1
1073362,-937844,4925,697026,33335089,28570420,0.8570674583,-3799823,-1026484,0
-247146,-1435038,31577,670887,27573136,27240102,0.9879217946,-2773339,-1530405,0
149577,1980363,525864,99442,15524600,1580732,0.1018211097,13069561,1806385,1
153741,1428450,1239455,103698,13441298,1303815,0.09700067657,11263176,1393508,1
0,734242,148941,15172,16021045,461191,0.02878657416,14446779,734941,1
