Codigo Instancia,Nit,Fecha Corte,Punto Entrada,Estado Verificación,Periodo,Ingresos de actividades ordinarias,Costo de ventas,Ganancia bruta,Otros ingresos,Gastos de ventas,Gastos de administración,Otros gastos,Otras ganancias (pérdidas),Ganancia (pérdida) por actividades de operación,Ingresos financieros,Costos financieros,"Participación en las ganancias (pérdidas) de subsidiarias, asociadas y negocios conjuntos que se contabilicen utilizando el método de la participación","Ganancia (pérdida), antes de impuestos",Ingreso (gasto) por impuestos,Ganancia (pérdida) procedente de operaciones continuadas,Ganancia (pérdida) procedente de operaciones discontinuadas,Ganancia (pérdida)
167833,800111946,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,8885985,5743133,3142852,110854,3025087,1537733,319247,,-1628361,803431,123880,,-948810,139440,-1088250,,-1088250
167861,900190138,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,0,0,368000,0,12103,6520,,349377,0,0,,349377,11426,337951,0,337951
167861,900190138,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,0,0,0,0,0,12955,0,,-12955,0,0,,-12955,18659,-31614,0,-31614
167863,830108141,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,3678413,3374013,304400,653489,577748,367008,23050,0,-9917,439725,323958,,105850,74722,31128,,31128
167863,830108141,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,3910074,3369300,540774,335113,506557,293205,16939,,59186,274937,282610,,51513,47061,4452,,4452
167884,900797133,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,73448,,73448,154451,,28012,11935,,187952,,,,1198111,30509,1167602,,1167602
167884,900797133,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,166701,,166701,0,,11412,442,,154847,,,,154847,332,154515,,154515
167936,890203646,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,0,0,2,0,2195,0,,-2193,48979,,,46786,15504,31282,,31282
167936,890203646,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,0,0,0,2,0,92501,9823,,-102322,77131,,,-25191,24218,-49409,,-49409
167955,860004030,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,16280739,14764157,1516582,2603079,,1480718,25149,,2613794,2453,194210,,2422037,744749,1677288,,1677288
167955,860004030,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,23207002,21235959,1971043,3345100,,1144266,57315,,4114562,11764,200014,,3926312,399711,3526601,,3526601
167967,900353434,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,4777187,1291961,3485226,50114,,3794742,2894611,,-3154013,709436,227208,,-2671785,-137708,-2534077,,-2534077
167967,900353434,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,8714091,2720119,5993972,33338,,3743784,4746,,2278780,717952,1310977,,1685755,664699,1021056,,1021056
167980,900013134,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,422777,,422777,2,1,174672,2968,,245138,5209,65,,250282,239870,10412,,10412
167980,900013134,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1017908,,1017908,0,0,565704,150885,60000,361319,3506,333,,364492,,364492,,364492
168007,900140538,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,3869772,149778,3719994,12378,,2576050,235030,-943218,-21926,526031,306060,,198045,208588,-10543,,-10543
168007,900140538,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,6078649,152511,5926138,2560,,2145985,118593,69653,3733773,435739,195465,,2836346,188096,2648250,,2648250
168035,900495930,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,31057857,12177119,18880738,193994,,15268413,,50,3806369,372963,2684478,,1494854,298109,1196745,,1196745
168035,900495930,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,28203120,11189062,17014058,0,,13663319,429937,,2920802,602,1661626,,1259778,500408,759370,,759370
168048,890906924,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,367529,625769,-258240,1004582,,670194,209092,,-132944,,,,-132944,102453,-235397,,-235397
168048,890906924,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,2773124,115566,2657558,9979712,,1271676,120981,,11244613,,,,11244613,812764,10431849,,10431849
168086,900840932,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,0,0,11254157,,885120,11343293,,-974256,,305448,,-1279704,10713658,-11993362,,-11993362
168086,900840932,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,0,0,0,548392,,1929,4404035,,-3857572,,,,-3857572,13501,-3871073,,-3871073
168094,860069841,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,77289,,77289,1,,105222,,,-27932,,3327,,-31259,6723,-37982,,-37982
168094,860069841,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,74292,,74292,249,,88583,,,-14042,6,1233,,-15269,15765,-31034,,-31034
168139,900165132,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,982162,13876,968286,30406,21111,583121,552642,,-158182,75174,,,-83008,114940,-197948,,-197948
168139,900165132,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,316134,,316134,1783976,,133877,47123,-367499,1551611,448116,,,1999727,54800,1944927,,1944927
168173,860062439,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,9728031,,9728031,78679,,7846112,52789,,1907809,,,,1907809,695950,1211859,,1211859
168173,860062439,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,6920103,,6920103,48507,,6046171,56751,,865688,,,,865688,357293,508395,,508395
168201,860027548,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,318,,318,2,,306158,5126,104313,-206651,7284,253447,,1128429,197,1128232,,1128232
168201,860027548,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,226,,226,2,,252125,1129,32144,-220882,6409,254822,,-140767,-14624,-126143,,-126143
168208,900060537,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,6108032,4540537,1567495,172231,46542,1015320,308987,,368877,,,,368877,319778,49099,,49099
168208,900060537,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,5875428,4488784,1386644,248388,73268,1145966,208308,,207490,,,,207490,74107,133383,,133383
168228,890943038,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,20253707,17823580,2430127,55022,785318,702660,36875,,960296,12712,98343,,1428033,175522,1252511,,1252511
168228,890943038,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,19562822,17188665,2374157,320782,866883,601418,65605,,1161033,12604,73585,,1043104,174553,868551,,868551
168269,830133132,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,28961407,26987112,1974295,146211,,821838,126146,,1172522,83979,578246,,716803,339110,377693,,377693
168269,830133132,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,32436032,30787630,1648402,2073064,,4106681,449819,,-835034,24950,763870,,-1563724,-116497,-1447227,,-1447227
168271,800043728,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,91159,,91159,1490,,76324,314,9000,25011,335,16149,,9197,3010,6187,,6187
168271,800043728,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,85853,,85853,2252,,60991,284,,26830,,978,,25852,8222,17630,,17630
168279,824004532,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1132934,575356,557578,26643,40367,493234,0,,50620,0,1845,,48775,16940,31835,0,31835
168279,824004532,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,658870,255141,403729,0,25544,94380,0,,283805,0,27,,283778,0,283778,0,283778
168282,801004232,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1571461,639562,931899,81050,95922,430989,320752,,165286,,,,165286,67664,97622,,97622
168282,801004232,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,7629537,5994439,1635098,113222,171536,562818,861886,,152080,,,,152080,65296,86784,,86784
168292,808003827,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,5086364,1938689,3147675,63473,1153041,1749106,243838,0,65163,0,0,,65163,42799,22364,,22364
168292,808003827,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,6241686,2144228,4097458,1,1547831,767822,35473,,1746333,0,0,,1746333,670202,1076131,,1076131
168322,900770349,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,,0,1,,138641,18,,-138658,4795676,3899263,,-9803250,370032,-10173282,,-10173282
168322,900770349,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,0,,0,2,,140731,32,,-140761,7150468,6410105,,599602,556245,43357,,43357
168365,806005340,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,14656235,8014223,6642012,31363,,3546237,2357299,,769839,,,,769839,277704,492135,,492135
168365,806005340,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,21470198,15524573,5945625,130215,,3661307,1951560,,462973,,,,462973,204908,258065,,258065
168371,860520741,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,404122,,404122,0,,36238,,,367884,,90392,,866267,96862,769405,,769405
168371,860520741,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,381513,,381513,0,,23221,,,358292,,90550,,924032,-25563,949595,,949595
168374,900592369,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,11969794,8223735,3746059,42260,0,2454933,244534,-3719,1085133,187026,367312,,862948,306706,556242,,556242
168374,900592369,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,7349806,4075349,3274457,25586,0,2709431,127948,,462664,152782,343275,,272171,175426,96745,,96745
168387,900203545,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2032224,1159543,872681,624345,,579215,119455,,798356,13794,18250,,456530,-26263,482793,,482793
168387,900203545,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1169901,650156,519745,358249,,967424,219798,,-309228,112410,15010,,-211828,-189667,-22161,,-22161
168497,900015842,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1417538,1213420,204118,0,211,116366,15149,,72392,,,,72392,,72392,,72392
168497,900015842,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,2994909,2615460,379449,0,370,153695,124467,,100917,,,,100917,,100917,,100917
168500,900022943,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1015489,418435,597054,78377,4439,1115479,18403,,-462890,7106,396416,,-852200,23542,-875742,,-875742
168500,900022943,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,5793303,3450160,2343143,885693,109752,2313549,115932,,689603,2631,435359,,256875,163607,93268,,93268
168513,900490182,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,41171,,41171,0,,11247,3312,-5048,21564,,,,21564,580,20984,,20984
168513,900490182,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,38680,,38680,878,,11810,3382,-2066,22300,,,,22300,4775,17525,,17525
168524,890301839,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,25060673,21213105,3847568,65195,578756,2447005,116265,,770737,319166,35622,,1096978,472385,624593,,624593
168524,890301839,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,14383241,11472025,2911216,86525,548967,1915691,140222,,392861,141211,134076,,603824,225046,378778,,378778
168530,819006966,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,104556280,70056391,34499889,1711987,13903831,15732711,1205415,-17992,5351927,660769,4866242,,1146454,559498,586956,0,586956
168530,819006966,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,98223170,64975538,33247632,1020744,11145976,13912121,1267900,,7942379,525854,4717874,,3750359,2483582,1266777,0,1266777
168537,800056543,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1868327,0,1868327,3130467,0,4910505,2898123,,-2809834,76928,498952,,-3231858,-334024,-2897834,0,-2897834
168537,800056543,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1058201,,1058201,681213,,1323195,97459,,318760,21780,338735,,0,238344,-238344,,-238344
168558,800072137,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,8190746,5719728,2471018,22425,,1876531,1808230,,-1191318,,355916,,-1535739,-145290,-1390449,,-1390449
168558,800072137,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,6762519,4684169,2078350,40000,,1820476,387211,,-89337,,11390,,-107936,59857,-167793,,-167793
168561,800069419,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,7240545,4851175,2389370,153005,683345,778168,37728,,1043134,83354,18804,,1107684,317577,790107,,790107
168561,800069419,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,7067569,4722957,2344612,309669,478219,858158,270718,,1047186,60065,29984,,1077267,823459,253808,,253808
168584,830061638,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,74663595,,74663595,26051,,388535,16434773,,57866338,1738777,1186341,,58951316,8233420,50717896,,50717896
168584,830061638,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,71,,71,21709,,204650,1739,,-184609,38705,1162,,2056135,30302,2025833,,2025833
168592,800149252,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,562016,0,562016,5,0,485851,,164327,240497,,179521,,60976,,60976,,60976
168592,800149252,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,609125,0,609125,6255,92483,578032,427510,,-482645,,,,-482645,,-482645,,-482645
168606,800254539,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,5661139,5261894,399245,162,,586843,230723,,-418159,109300,24246,,643806,319162,324644,,324644
168606,800254539,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,4672310,4001128,671182,7250,,458100,3826,,216506,22631,11615,,597006,206204,390802,,390802
168632,890212736,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,6632850,2819655,3813195,23570,2843603,667430,37126,,288606,20552,59715,,249443,112206,137237,,137237
168632,890212736,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,5942364,2593848,3348516,37721,2319505,710333,19483,,336916,15788,80959,,271745,129585,142160,,142160
168719,900053139,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,5095908,,5095908,3887649,,3520422,591569,,4871566,3102653,2693027,,5697064,964517,4732547,,4732547
168719,900053139,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,4989427,230306,4759121,1578470,,3210997,581261,-129459,2415874,2205024,187196,,8645223,641617,8003606,,8003606
168749,860534836,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,231699,,231699,0,,8269,,0,223430,17031,986,,239475,5714,233761,,233761
168749,860534836,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,224688,,224688,0,,15195,,,209493,11982,1667,,219808,21057,198751,,198751
168786,890926552,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,215449,,215449,51319,,200468,10060,,56240,13351,3408,,66249,29411,36838,,36838
168786,890926552,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,385955,,385955,72752,0,75375,105762,,277570,13748,2354,,289632,105843,183789,,183789
168790,811028339,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,35090590,,35090590,13646,354741,32649274,64724,-362880,1672617,18509,222266,,1754669,239139,1515530,,1515530
168790,811028339,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,31400906,,31400906,26359,314419,29099443,122082,-9528,1881793,24555,161692,,1967473,955054,1012419,,1012419
168852,900479541,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,,0,0,,,,,0,,,,0,35,-35,,-35
168852,900479541,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,0,,0,0,,,,,0,,,,0,19398,-19398,,-19398
168872,900978323,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,0,0,1036,0,95317,510,0,-94791,100468,1735,,3942,2307,1635,0,1635
168872,900978323,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,0,23272,-23272,4,0,0,0,,-23268,46291,0,,23023,0,23023,0,23023
168892,900410839,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1130289,,1130289,52213,,966525,7793,,208184,,1547,,206637,59559,147078,,147078
168892,900410839,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1169379,,1169379,21938,,1029163,14751,,147403,,1925,,145478,106348,39130,,39130
168902,900033933,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,15066489,11701221,3365268,460509,95548,3053044,122835,,554350,21272,78334,,497288,278591,218697,,218697
168902,900033933,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,11815251,8915679,2899572,798672,91936,2576189,95005,,935114,36367,105909,,865572,434345,431227,,431227
168909,890113945,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1503873,,1503873,22387,,1218759,20017,,287484,,,,287484,224668,62816,,62816
168909,890113945,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1423599,,1423599,163711,,985140,27994,,574176,,,,574176,148678,425498,,425498
168923,900073438,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,5209184,4662105,547079,44244,0,1237746,32782,0,-679205,229070,28001,,-478136,-40843,-437293,0,-437293
168923,900073438,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,12800952,11054592,1746360,3474704,0,1129031,300349,,3791684,166747,38848,,3919583,91184,3828399,0,3828399
168924,860043345,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,44185111,26760683,17424428,0,916472,6931802,0,7350915,16927069,1782764,3393407,,14945533,5560654,9384879,,9384879
168924,860043345,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,48548007,23090545,25457462,0,814420,9063485,0,-8180307,7399250,1049639,3934105,,4381377,-1377147,5758524,,5758524
168926,890912140,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,4297469,657136,3640333,13496720,,5498974,588647,,11049432,9512200,10119710,,2031640,316745,1714895,,1714895
168926,890912140,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,15425369,7013356,8412013,31143454,,5613689,566849,,33374929,7473816,6796808,,31935970,1278452,30657518,,30657518
168932,900060742,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,38518726,30189383,8329343,1479040,,5716958,262829,,3828596,,2671470,,1157126,310312,846814,,846814
168932,900060742,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,46833525,36188909,10644616,2901704,,7681032,926783,,4938505,,2542950,,2395555,1071369,1324186,,1324186
168955,860043044,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,31650690,20290771,11359919,3922632,59630,5885549,129991,,9207381,440231,498468,,9149144,1064318,8084826,0,8084826
168955,860043044,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,25856358,16895863,8960495,65809,105828,4081802,59441,,4779233,11549,174589,,4616193,741859,3874334,0,3874334
168957,900485553,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,309503,,309503,1794,,198017,2026,,111254,97052,126557,,81749,36437,45312,,45312
168957,900485553,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,177610,,177610,2,,167669,3741,,6202,203448,327228,,-117578,39752,-157330,,-157330
168975,830513238,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,639065197,627071214,11993983,0,2750331,5966611,,,3277041,422173,2635308,,1095963,383408,712555,,712555
168975,830513238,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,654661414,644099663,10561751,0,2299112,5421642,,,2840997,91562,3784426,,-417636,-1007544,589908,,589908
168976,800020251,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,42777,0,42777,25000,0,55165,9753,0,2859,0,0,,2859,-12020,14879,0,14879
168976,800020251,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,44914,0,44914,0,0,35218,160,0,9536,0,0,,9536,-10627,20163,0,20163
169005,900645945,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,610038,186336,423702,3560,,462442,118335,-185,-153700,719,,,-152981,74650,-227631,,-227631
169005,900645945,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,959060,822130,136930,58981,,609991,55049,-23654,-492783,7083,,,-485700,506657,-992357,,-992357
169032,900256838,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2221763,31920,2189843,13285,,1073761,308041,,821326,187,13697,,807816,84057,723759,,723759
169032,900256838,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,2165294,23253,2142041,107192,,886075,259799,,1103359,,14104,,1089255,111219,978036,,978036
169050,900381847,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1148061,0,1148061,458231,0,323351,1984,,1280957,37668,401,,1318224,145130,1173094,0,1173094
169050,900381847,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,883121,0,883121,336952,,475442,5436,,739195,19340,422,,758113,-31976,790089,0,790089
169058,900126938,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,,0,25565,,1130213,38532,,-1143180,968,9125,,-1064054,-83606,-980448,,-980448
169058,900126938,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,6033509,,6033509,2202928,,1079107,11865,,7145465,63,3847,,7250479,109403,7141076,,7141076
169061,800130137,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,4223173,,4223173,248820,,2788509,25795,,1657689,,1123986,,1082464,266273,816191,,816191
169061,800130137,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,4356019,,4356019,355718,,2859379,17816,,1834542,,1338200,,527425,175391,352034,,352034
169070,804010640,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,13822326,9277234,4545092,0,,3013888,940609,373492,964087,,,,964087,336043,628044,,628044
169070,804010640,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,3697351,2036267,1661084,6,,1191693,370486,,98911,,,,98911,32658,66253,,66253
169100,890301054,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,178560646,123435874,55124772,1137129,33943992,3338622,752602,,18226685,2363116,2196487,,18393314,7445061,10948253,,10948253
169100,890301054,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,173652896,118567941,55084955,1857926,33989478,3499669,598775,,18854959,5017650,2232420,,21640189,6378783,15261406,,15261406
169102,860450644,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,6704601,5141569,1563032,21861,,1098879,88513,,397501,13751,,,416095,165039,251056,,251056
169102,860450644,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,6356553,4806749,1549804,1196,,1041577,69645,,439778,12236,,,452014,181646,270368,,270368
169105,900454236,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,16455824,,16455824,224208,,6810475,30594,,9838963,1167197,2962478,,8043682,1033823,7009859,,7009859
169105,900454236,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,14676978,,14676978,4153753,,11832895,3873524,,3124312,73471,1823729,,1374054,468168,905886,,905886
169118,900395752,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,242520,0,242520,3,0,176283,48616,-723288,-705664,47528,25181,,-683317,317241,-1000558,,-1000558
169118,900395752,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,65775185,0,65775185,706,0,62162,31698,890166,66572197,771733,65908,,67278022,535750,66742272,,66742272
169128,900477542,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,84573,19781,64792,2583425,1401,153669,19341,,2473806,,5031,,2468775,222591,2246184,,2246184
169128,900477542,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,84970,,84970,967,169,61076,14880,,9812,,3399,,6413,21901,-15488,,-15488
169133,830054444,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,19905633,14790329,5115304,43206,286129,1422025,729129,,2721227,,828148,,1893079,844104,1048975,,1048975
169133,830054444,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,10370326,7188364,3181962,167567,206363,1377981,61461,,1703724,,584417,,1119307,439185,680122,,680122
169159,890924840,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,35936131,,35936131,1747060,10684575,5621764,65182,,21311670,,1021838,,20289832,2724163,17565669,,17565669
169159,890924840,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,17130941,,17130941,651583,8291721,5863819,763909,,2863075,,386149,,2476926,1131154,1345772,,1345772
169182,890900836,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,22233213,19471736,2761477,53366,793302,1936840,14105,-30957,39639,2831322,2883371,,-12410,114434,-126844,,-126844
169182,890900836,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,13826452,11420902,2405550,455389,157760,1866407,12177,,824595,2383394,3177626,,30363,199619,-169256,,-169256
169288,860514047,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,8862560,7052965,1809595,29394,,1346527,73522,,418940,38,156705,,262273,,262273,,262273
169288,860514047,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,8053631,6157576,1896055,336942,,1273922,86617,,872458,59,180116,,692401,153000,539401,,539401
169295,900143089,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,0,0,0,0,1601,,,-1601,1803,,,202,6254,-6052,,-6052
169295,900143089,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,0,0,0,0,0,5454,1,,-5455,6,,,-5449,2689,-8138,,-8138
169302,860051936,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,5190375,,5190375,7088133,,3091882,,,9186626,,831574,,8355052,283282,8071770,,8071770
169302,860051936,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,5396535,,5396535,4703769,,2948075,,,7152229,,6381508,,770721,1401358,-630637,,-630637
169314,800051655,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1485759,599880,885879,113975,,203273,4632,,791949,245823,102696,,935076,49391,885685,,885685
169314,800051655,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,4541098,569557,3971541,61469,,190309,4887,,3837814,71179,24174,,3884819,66469,3818350,,3818350
169319,830037946,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,568064685,379915889,188148796,34478905,98357693,46760704,5565412,,71943892,2402448,327800,,74018540,21933993,52084547,,52084547
169319,830037946,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,542113749,363395924,178717825,24343888,95602395,55333226,4527558,,47598534,1928589,297904,,49229219,19172446,30056773,,30056773
169326,800150538,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,810233,366845,443388,0,0,11557577,27279,,-11141468,1676101,0,,-9465367,3873357,-13338724,,-13338724
169326,800150538,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,974093,340426,633667,0,0,388716,34730,,210221,0,7841,,202380,119534,82846,,82846
169386,900227436,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,756499,26873,729626,2893102,,489260,146703,,2986765,,152022,,2834743,125790,2708953,,2708953
169386,900227436,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1199658,103135,1096523,733916,,752909,881027,,196503,,367893,,-171390,539345,-710735,,-710735
169400,900494418,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,,0,174969,,30528,,,144441,,77504,,66937,55626,11311,,11311
169400,900494418,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,0,,0,348497,,47437,,,301060,,23793,,277267,107360,169907,,169907
169421,900071743,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,739651,476870,262781,7756,47,194691,156,,75643,,273,,75370,40903,34467,,34467
169421,900071743,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,9354013,195024,9158989,326,,424985,10582,,8723748,,499,,8723249,67177,8656072,,8656072
