Codigo Instancia,Nit,Fecha Corte,Punto Entrada,Periodo,Efectivo y equivalentes al efectivo,Cuentas comerciales por cobrar y otras cuentas por cobrar corrientes,Inventarios corrientes,"Activos por impuestos corrientes, corriente","Activos biológicos corrientes, al costo menos depreciación acumulada y deterioro de valor","Activos biológicos corrientes, al valor razonable",Otros activos financieros corrientes,Otros activos no financieros corrientes,Activos corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo dicha garantía colateral,Total activos corrientes distintos de los activos no corrientes o grupo de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos corrientes totales,"Propiedades, planta y equipo",Propiedades de inversión al costo menos depreciación acumulada y deterioro,Propiedades de inversión a valor razonable con cambios en resultados,Plusvalía,Activos intangibles distintos de la plusvalía,Inversiones en subsidiarias,Inversiones en asociadas,Inversiones en negocios conjuntos,"Activos biológicos no corrientes, al costo menos depreciación acumulada y deterioro del valor","Activos biológicos no corrientes, al valor razonable",Cuentas comerciales por cobrar y otras cuentas por cobrar no corrientes,Inventarios no corrientes,Activos por impuestos diferidos,"Activos por impuestos corrientes, no corriente",Otros activos financieros no corrientes,Otros activos no financieros no corrientes,Activos no corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo dicha garantía colateral,Total de activos no corrientes,Total de activos,Provisiones corrientes por beneficios a los empleados,Otras provisiones corrientes,Total provisiones corrientes,Cuentas por pagar comerciales y otras cuentas por pagar,"Pasivos por impuestos corrientes, corriente",Otros pasivos financieros corrientes,Préstamos corrientes,Parte corriente de préstamos no corrientes,Otros pasivos no financieros corrientes,Total pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos corrientes totales,Provisiones no corrientes por beneficios a los empleados,Otras provisiones no corrientes,Total provisiones no corrientes,Cuentas comerciales por pagar y otras cuentas por pagar no corrientes,Pasivo por impuestos diferidos,"Pasivos por impuestos corrientes, no corriente",Otros pasivos financieros no corrientes,Parte no corriente de préstamos no corrientes,Otros pasivos no financieros no corrientes,Total de pasivos no corrientes,Total pasivos,Capital emitido,Prima de emisión,Acciones propias en cartera,Inversión suplementaria al capital asignado,Otras participaciones en el patrimonio,Superavit por revaluación,Otras reservas,Ganancias acumuladas,Patrimonio total,Total de patrimonio y pasivos
170073,830067747,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,43665,1829646,102754,391533,,2180946,583596,,,,,5132140,1223005,,,,,,,,,,,,,,,,,1223005,6355145,77055,,77055,1471839,313258,499918,499918,,,,,2362070,,,,,21205,,,,22665,43870,2405940,374400,,,,,,218858,3355947,3949205,6355145
170073,830067747,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,165125,2157443,207646,407009,653577,,629650,21946,,,,4242396,602653,,,,,,,,,,,,,,,,,602653,4845049,65647,,65647,753547,450459,,,,,,,1269653,,,,,31614,,,,25665,57279,1326932,374400,,,,,,218858,2924859,3518117,4845049
170088,860003342,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,316503,2718131,1072838,335818,,,,858007,,,,5301297,1857253,,,,25357,,689859,,,,,,,,,,,2572469,7873766,82456,,82456,2095283,145246,571274,571274,,,,,2894259,,346698,346698,,303097,,376889,376889,708509,1735193,4629452,350313,,,,,175163,955800,1763038,3244314,7873766
170088,860003342,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,570230,2704074,500799,615691,,,,225422,,,,4616216,1701701,,,,21720,,689859,,,,,,,,,,,2413280,7029496,67389,,67389,1847037,481388,641754,641754,,105000,,,3142568,,353356,353356,,300297,,,,115509,769162,3911730,350313,,,,,175163,476175,2116115,3117766,7029496
170146,830076044,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,170317,7115708,,727009,,,,46899,,,,10210408,4621185,,,1345361,4519,,,120500,,,,,,,,259820,,6351385,16561793,,,,1761446,239284,3523375,3523375,,359128,,,5883233,,,,,302130,,2260534,2260534,386206,2948870,8832103,1048500,,,,,,391662,6289528,7729690,16561793
170146,830076044,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,367967,6320215,,1519305,,,31482,40692,,,,8279661,6873548,,,299778,16675,30000,108000,,,,,,,,,259820,,7587821,15867482,,,,2320152,195520,1874553,1874553,,108631,,,4498856,,,,,323074,,2680624,2680624,,3003698,7502554,1048500,,,,,,296741,7019687,8364928,15867482
170147,890900453,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,1106274,14137871,7312232,1060076,,,,,,,,23616453,2223244,,,,1195809,3413832,,,,,48988,,,,,127491,,7009364,30625817,287243,45841,333084,6475075,1768642,6822944,6822944,,1162171,,,16561916,,,,,260294,,3110443,3110443,,3370737,19932653,2171274,3360048,,,,,2230120,2931722,10693164,30625817
170147,890900453,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,965697,12327660,6898096,,,,,,,,,20191453,2231576,,,,101207,3480448,,,,,123475,,,,,120384,,6057090,26248543,283374,245841,529215,6559056,985000,3718117,3718117,,160395,,,11951783,,,,,31754,,3914379,3914379,,3946133,15897916,2171274,782724,,,,,2179129,5217500,10350627,26248543
170167,900862745,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,1207951,104,,92486,,,,,,,,1300541,,,,,,,,52406064,,,,,,,,,,52406064,53706605,,,,923807,71019,,,,,,,994826,,,,,,,37960000,37960000,,37960000,38954826,334169,33082919,,,,,,-18665309,14751779,53706605
170167,900862745,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,917238,99,,54865,,,,,,,,972202,,,,,,,,52405977,,,,,,,,,,52405977,53378179,,,,900132,168912,,,,,,,1069044,,,,,,,37960000,37960000,,37960000,39029044,279169,27637919,,,,,,-13567953,14349135,53378179
170170,800003644,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,594712,13003553,5066081,,,,,5425,,,,18669771,4598113,,4956315,,,52663886,,,,,,,,,,,,62218314,80888085,367007,,367007,2232613,,12275272,12275272,,,,,14874892,,,,,,,3046858,3046858,13082746,16129604,31004496,2224442,,,,4436215,,9153665,34069267,49883589,80888085
170170,800003644,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,218910,14034275,5883845,,,,,193317,,,,20330347,4942392,,4956315,,,52663886,,,,,,,,,,,,62562593,82892940,329512,,329512,2769900,,10781683,10781683,,,,,13881095,,,,,,,3660798,3660798,16582746,20243544,34124639,2224442,,,,4436215,,9153691,32953953,48768301,82892940
170234,800118231,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,230702,211045,159476,,,,,660824,,,,1262047,2206216,,,,,,529661,,,,146449,,104364,,,,,2986690,4248737,266118,,266118,633049,118609,153401,153401,,,,,1171177,,,,,229158,,770614,770614,,999772,2170949,169100,,,,,,91515,1817173,2077788,4248737
170234,800118231,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,217362,256240,136620,,,,,553346,,,,1163568,2590382,,,,,,528825,,,,163951,,163740,,,,,3446898,4610466,267026,,267026,659954,175403,146868,23354,123514,1019,,,1250270,,,,,295987,,1033329,1033329,,1329316,2579586,169100,,0,,,0,91515,1770265,2030880,4610466
170241,830076035,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,143078,806261,,223148,,,91167,5937,,,,1269591,418477,,759272,,,,,,,,,,,,,,,1177749,2447340,47844,,47844,1198650,103347,,,,,,,1349841,,,,,,,434340,434340,,434340,1784181,851500,,,,,,65527,-253868,663159,2447340
170241,830076035,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,178825,1083810,,333252,,,102532,10798,,,,1709217,180206,759272,,,,,,,,,,,,,,,,939478,2648695,51222,,51222,1390195,122966,,,,,,,1564383,,,,,,,427758,427758,,427758,1992141,594000,,,,,,65527,-2973,656554,2648695
170248,860002238,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,2498,24365,,243361,,,,,,,,270224,5351420,,,,,357363,,,,,,,94076,,,,,5802859,6073083,33665,,33665,6385,,,,,,,,40050,,,,1148841,,,,,365698,1514539,1554589,2145390,,,,4906775,455737,1391776,-4381184,4518494,6073083
170248,860002238,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,2452,24365,,243598,,,,,,,,270415,5775931,,,,,379760,,,,,,,222334,,,,,6378025,6648440,35285,,35285,5819,,,,,,,,41104,,,,1051864,,,,,365698,1417562,1458666,2145390,,,,4906775,455737,1391776,-3709904,5189774,6648440
170250,900072274,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,18329,879888,7440439,,,,7906,,,,,8346562,2644,,,,,,,,,,,,,,,,,2644,8349206,,,,4536830,,31915,,,,,,4568745,,,,,,,,,,,4568745,20000,,,,,,10000,3750461,3780461,8349206
170250,900072274,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,8312,217259,7440439,13215,,,249416,,,,,7928641,2644,,,,,,,,,,,,,,,,,2644,7931285,,,,3928306,,1774,,,,,,3930080,,,,,,,,,,,3930080,20000,,,,,,10000,3971205,4001205,7931285
170256,900443255,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,1435749,92106,0,,,,16672764,,,,,18200619,2296144,,1092201,,,93821383,1755890,,,,177900,,,,3785162,,,102928680,121129299,41098,,41098,85714,79796,1979017,,1979017,16334,,,2201959,,,,32373619,22649,,15614420,15614420,,48010688,50212647,1000000,,,,,,,69916652,70916652,121129299
170256,900443255,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,2388462,514216,0,,,,12917301,,,,,15819979,1833127,,1092201,,,91111514,949572,,,,16225,,604251,,3850584,,,99457474,115277453,21632,,21632,224001,327604,2171983,,2171983,15831,,,2761051,,,,37796904,,,16836403,16836403,,54633307,57394358,1000000,,,,,,,56883095,57883095,115277453
170285,900389646,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,703768,,977,,,,3064847,,,,,3769592,103333,,,,,,,,,,562633,,,898,6098376,,,6765240,10534832,,,,307510,85319,,,,,,,392829,,,,,,,5064506,,,5064506,5457335,5000,,,,,,,5072497,5077497,10534832
170285,900389646,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,136953,,,,,,3361696,,,,,3498649,111333,,,,,,,,,,412951,,,1716,6500014,,,7026014,10524663,,,,1720,1685,,,,,,,3405,,,,,,,4919273,4919273,,4919273,4922678,5000,,,,,,,5596985,5601985,10524663
170359,860532244,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,2206234,22762157,11813065,6128695,,,240369,,,,,43150520,9479116,,,,,,3911236,,,,4603337,,14261,,,,,18007950,61158470,,,,33465673,1830160,2020607,,,724708,,,38041148,,,,46102,,,9441,,,55543,38096691,2406930,,,,,,365806,20289043,23061779,61158470
170359,860532244,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,2936034,19345666,12164715,5900973,,,140510,,,,,40487898,9861254,,,,,,1783144,,,,5736211,,185837,,,,,17566446,58054344,,,,32293187,1174286,3317441,,,1176117,,,37961031,,,,335942,,,30012,,,365954,38326985,1800000,,,,,,365806,17561553,19727359,58054344
170376,900241946,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,32950,635258,,16436,,,,,,,,684644,56853,,,,,2106637,265125,,,,,,15288,,541278,2477,,2987658,3672302,12741,11190,23931,145761,59914,,,,,,,229606,,,,,,,,,,,229606,50000,,,,,1099800,,2292896,3442696,3672302
170376,900241946,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,164118,2461742,,132123,,,,,,,,2757983,79455,,,,,1202992,215828,,,,,,27426,,480047,,,2005748,4763731,5597,10362,15959,203870,420686,,,,492,,,641007,,,,,104052,,,,,104052,745059,50000,,,,,1099800,,2868872,4018672,4763731
170378,860005658,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,2766789,1526009,3460294,165518,,,6108128,,,,,14026738,16560674,,450000,,,,4873506,,,,,,,,,,,21884180,35910918,32389,,32389,31171,136329,,,,7614,,,207503,,,,,2364001,,3710102,,,6074103,6281606,900000,,,,,21814631,2825995,4088686,29629312,35910918
170378,860005658,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,4102006,836011,4176133,238609,,,5394202,,,,,14746961,16595055,,450000,,,,4892594,,,,,,,,,,,21937649,36684610,38599,,38599,707802,649586,,,,1127,,,1397114,,,,,2293938,,5449138,,,7743076,9140190,900000,,,,,21100705,450000,5093715,27544420,36684610
170382,900141446,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,2976505,668878,139995,114174,,,,,,,,3899552,3904495,,,,0,,1055000,,,,,,,,,,,4959495,8859047,,,,1994578,0,1699758,,,,,,3694336,,,,,,,,,,,3694336,973600,,,,,,214547,3976564,5164711,8859047
170382,900141446,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,,720358,404826,,,,,,,,,1125184,2810339,,,,4156,,1055000,,,,,,,,,,,3869495,4994679,,,,1600162,,907118,,,,,,2507280,,,,,,,,,,,2507280,973600,,,,,,214547,1299252,2487399,4994679
170395,800216753,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,1219,27517,191,244,,,,,,,,29171,70317,,6888277,,,,947675,,,,920869,,,98221,,,,8925359,8954530,,,,5038,227001,,,,,,,232039,,,,581938,721407,,,,,1303345,1535384,854630,,,,,,14469,6550047,7419146,8954530
170395,800216753,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,8559,77180,1856,,,,,,,,,87595,70317,,6826705,,,,859379,,,,805565,,,97724,,,,8659690,8747285,,,,22976,218502,,,,,,,241478,,,,565604,716181,,,,,1281785,1523263,854630,,,,,,14469,6354923,7224022,8747285
170417,830510846,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,1218950,73922,,120246,,,,,,,,1413118,253901,,611511,,,,46433042,,,,7500117,,162229,,,,,54960800,56373918,,,,562887,68852,3054820,3054820,,,,,3686559,,,,13974054,123256,,,,,14097310,17783869,150000,,,,,,77868,38362181,38590049,56373918
170417,830510846,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,2027201,1030949,,1459,,,,,,,,3059609,325331,,3463086,,,,32269705,,,,7735006,,200647,,,,,43993775,47053384,,,,1377851,26850,0,0,,,,,1404701,,,,10186022,106358,,,,,10292380,11697081,150000,,,,,,77868,35128435,35356303,47053384
170437,900401351,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,624113,828101,,103064,,,,,,,,1555278,12124037,,,,,,,,,,0,,35016,,4444037,,,16603090,18158368,,,,2564586,228676,,,,,,,2793262,,,,6508850,102574,,,,,6611424,9404686,6250000,,,,,,309057,2194625,8753682,18158368
170437,900401351,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,577341,742596,,215652,,,,,,,,1535589,12141480,,,,,,,,,,,,35016,,3190986,,,15367482,16903071,,,,2551383,280880,,,,,,,2832263,,,,5829673,72791,,,,,5902464,8734727,6250000,,,,,,258168,1660176,8168344,16903071
170439,900401353,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,1284494,614890,,182604,,,,,,,,2081988,12227541,,,,,,,,,,15492,,29190,,,2800569,,15072792,17154780,,,,1474093,396237,,,,,,,1870330,,,,5904055,100742,,,,,6004797,7875127,6250000,,,,,,379180,2650473,9279653,17154780
170439,900401353,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,993867,590281,,138251,,,,,,,,1722399,12242081,,,,,,,,,,676314,,29190,,2666681,,,15614266,17336665,,,,2618294,241517,,,,,,,2859811,,,,5903060,72791,,,,,5975851,8835662,6250000,,,,,,292632,1958371,8501003,17336665
170442,900253902,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,28048,394061,,,,,5840277,,,,,6262386,63118781,,,,,,,,,,,,,,,,,63118781,69381167,,,,1854111,,2483562,2483562,,,,,4337673,,,,11348291,,,,,,11348291,15685964,1005000,11247958,,,,,502500,40939745,53695203,69381167
170442,900253902,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,0,153890,,,,,5840277,,,,,5994167,63389423,,,,,,,,,,,,,,,,,63389423,69383590,,,,,,2958770,2958770,,1717881,,,4676651,,,,11973297,,,,,,11973297,16649948,1005000,11247958,,,,,502500,39978184,52733642,69383590
170460,860062854,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,159350,28610908,5461788,3874839,,,186363,,,,,38293248,1817016,,2847678,,,,,,,,7290402,,1872604,,37303662,5670,,51137032,89430280,530214,3431133,3961347,3596024,97469,7398733,7398733,,10984803,,,26038376,,0,0,901223,904853,,12209342,12209342,8042040,22057458,48095834,6260000,14376090,,,1510201,,11048392,8139763,41334446,89430280
170460,860062854,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,733181,33141225,1512009,3567582,,,52178,,,,,39006175,2114039,,3859070,,,,,,,,5430493,,2658328,,35854666,5670,,49922266,88928441,768341,264912,1033253,3294570,399229,18570812,18570812,,4917527,,,28215391,,0,0,942378,1554701,,13951564,13951564,5637024,22085667,50301058,2000000,14376090,,,1510201,193124,10601062,9946906,38627383,88928441
170498,830141831,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,62212,3522446,,,,,,,,,,3584658,420575,,,,,,,,,,1990886,,,,3930817,,,6342278,9926936,32122,,32122,2959745,155679,,,,,,,3147546,,,,94601,21534,,105303,,,221438,3368984,1200000,,,,3387546,,93023,1877383,6557952,9926936
170498,830141831,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,109345,2549738,,,,,,,,,,2659083,421933,,,,,,,,,,1486859,,,,3647467,,,5556259,8215342,15699,,15699,2284762,151615,,,,,,,2452076,,,,0,21532,,75878,,,97410,2549486,1200000,,,,2785070,,93023,1587763,5665856,8215342
170504,900192585,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,420545,3149263,,560770,,,,126379,,,,4256957,21500851,,,,,,,,,,,,,,,,,21500851,25757808,,,,101045,186002,,,,,,,287047,,,,2327933,35028,14085681,,,,16448642,16735689,4226890,,,,,361686,5621424,-1187881,9022119,25757808
170504,900192585,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,686964,2997888,,467692,,,,68442,,,,4220986,21699359,,,,,,,,,,,,,,,,,21699359,25920345,,,,279546,158209,,,,,,,437755,,,,1605308,36168,14926585,,,,16568061,17005816,4226890,,,,,361686,5621424,-1295471,8914529,25920345
170525,900663894,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,49248,135000,,99026,,,,,,,,283274,,,,,,,48841351,,,,,,,,,,,48841351,49124625,,,,4,,,,,,,,4,,,,2400232,,,,,,2400232,2400236,22021092,,,,,9932092,8074376,6696829,46724389,49124625
170525,900663894,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,357975,1735000,,108420,,,,,,,,2201395,,,,,,,40265323,,,,,,,,,,,40265323,42466718,,,,2,,,,,,,,2,,,,4300228,,,,,,4300228,4300230,22021092,,,,,1941660,17994478,-3790742,38166488,42466718
170533,800178743,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,553865,897556,,,,,,,,,,1451421,3603545,14144374,,,,,112500,,,,,,,,,7268,,17867687,19319108,,,,299164,,,,,,,,299164,,,,,,,11659480,11659480,,11659480,11958644,2910000,,,,,,285910,4164554,7360464,19319108
170533,800178743,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,250040,1382370,,,,,,,,,,1632410,3190430,14350966,,,,,112500,,,,,,,,,7761,,17661657,19294067,,,,325783,,,,,,,,325783,,,,,,,11914489,11914489,,11914489,12240272,2910000,,,,,,254424,3889371,7053795,19294067
170543,890304131,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,53290,10266226,40865,,,,,,,,,10360381,35776717,,,,,9365520,68602308,,1500000,,5041308,,,,1695554,21439,,122002846,132363227,177218,,177218,2128271,291197,8089723,8089723,,250256,,,10936665,,,,5949923,46990,,3066418,3066418,,9063331,19999996,9206000,20591309,,,54421840,,18444798,9699284,112363231,132363227
170543,890304131,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,578050,2069833,45804,,,,,,,,,2693687,36085506,,,,,9123237,68510184,,2321072,,3737499,,,,1695554,20252,,121493304,124186991,160245,,160245,2376401,238517,1654696,1654696,,214386,,,4644245,,,,5778706,81310,,7243240,7243240,,13103256,17747501,9206000,20591309,,,54315200,,18444798,3882183,106439490,124186991
170584,900382545,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,1294,,4615466,149256,,,6586002,151430,,,,11503448,152890,,,,,,,,,,,,,,,55598,,208488,11711936,167979,129571,297550,3675260,2694347,,,,,,,6667157,,,,,,,,,7598,7598,6674755,60000,,,,,,30000,4947181,5037181,11711936
170584,900382545,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,5577,501474,475644,361687,,,9059261,169880,,,,10573523,184604,,,,,,,,,,,,,,,130057,,314661,10888184,141279,121527,262806,2456021,3049838,,,,,,,5768665,,,,,,,,,,,5768665,60000,,,,,,30000,5029519,5119519,10888184
170601,900212047,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,733941,9946533,,1108987,,,,,,,,11789461,5474153,,,,3782240,,,,,,20420374,,,,,,,29676767,41466228,751594,,751594,987391,1233682,,,,,,,2972667,,,,37103331,495328,,,,,37598659,40571326,10000,,,,,,5000,879902,894902,41466228
170601,900212047,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,838825,8317330,,638234,,,,,,,,9794389,5601459,,,,3850481,,,,,,16773680,,,,,,,26225620,36020009,597102,,597102,1039409,318568,,,,,,,1955079,,,,33585613,384569,,,,,33970182,35925261,10000,,,,,,-447924,532672,94748,36020009
170616,900495644,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,386451,3176651,,,,,,,,,,3563102,775738,,,,,,,,,,,,3279,,,,,779017,4342119,,,,2953082,,4672,4672,,,,,2957754,,,,,,,,,,,2957754,200000,,,,,22630,115042,1046693,1384365,4342119
170616,900495644,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,789617,3417095,,,,,,,,,,4206712,374383,,,,,,,,,,,,,,,,,374383,4581095,,,,3589354,,,,,,,,3589354,,,,,,,,,,,3589354,200000,,,,,22630,75780,693331,991741,4581095
170657,900799846,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,61661,,4497015,223982,,,,,,,,4782658,5935973,,22392342,,,,,,,,19979483,,,,9063187,,,57370985,62153643,,,,9862,288845,,,,,,,298707,,,,26078190,330100,,10678755,,10005929,47092974,47391681,700000,,,,,,350000,13711962,14761962,62153643
170657,900799846,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,351335,,9430523,139632,,,,,,,,9921490,,,30345299,,,,,,,,10064919,,,,8463577,,,48873795,58795285,,,,2840,10935,,,,,,,13775,,,,25427652,547585,,10678755,,10455930,47109922,47123697,700000,,,,,,350000,10621588,11671588,58795285
170680,900255443,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,0,16528085,,0,,,,,,,,16528085,,,,,,,,,,,,,,122453586,,,,122453586,138981671,,,,193639,802,,,,,,,194441,7697,,7697,,10932065,,,,,10939762,11134203,6124030,2449260,,,,,,119274178,127847468,138981671
170680,900255443,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,,16551994,,878,,,,,,,,16552872,,,,,,,,,,,,,,122453586,,,,122453586,139006458,,,,115264,9402,,,,,,,124666,0,,0,,10974757,,,,,10974757,11099423,6124030,2449260,,,,,,119333745,127907035,139006458
170686,830019156,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,5481056,22197440,6166,2673149,,,176306,,,,,30534117,4494184,,,,952027,5484149,,,,,1467829,,,,,47837,,12446026,42980143,1091784,,1091784,14697782,3703880,4057610,4057610,,1823685,,,25374741,,0,0,,362781,,1647750,1647750,1111047,3121578,28496319,8000000,,,,7168362,,764412,-1448950,14483824,42980143
170686,830019156,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,2564787,25092950,69722,3520402,,,768390,,,,,32016251,6669010,,,,2452092,4772485,,,,,1455561,,,,,47837,,15396985,47413236,812006,0,812006,14521281,2662125,5816338,5816338,,2418702,,,26230452,0,,0,,523637,,2407868,2407868,2231599,5163104,31393556,8000000,,,,7168362,,764412,86906,16019680,47413236
170687,900057931,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,581163,4209088,1332140,1778794,,,,38431,,,,7939616,3060923,,,5839761,745885,1660685,,,,,,,669398,,,,,11976652,19916268,347424,,347424,4156267,,53865,53865,,486430,,,5043986,,,,,1799579,,,,,1799579,6843565,2287600,21185763,,,,,18411,-10419071,13072703,19916268
170687,900057931,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,1045865,3127915,1528768,1059220,,,,76876,,,,6838644,2400539,,,3829157,570370,1365533,,,,,,,,,,,,8165599,15004243,292989,,292989,2232193,,20334,20334,,264492,,,2810008,,,,,276,,,,,276,2810284,2185400,16896373,,,,,18411,-6906225,12193959,15004243
170690,800072209,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,25676711,81466559,170793,,,,47,,,,,107381539,,,123604202,,,26224218,312119945,,,,,,2247893,,,,,464196258,571577797,,,,3040709,369561,1416415,1416415,,615898,,,5442583,,,,7484750,44775375,,1300474,1300474,9530660,63091259,68533842,173027,139080,,,27909042,,118694,474704112,503043955,571577797
170690,800072209,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,3692701,68463024,498478,,,,47,,,,,72722072,,,151652208,,,26224218,312119945,,,,,,2247893,,,,,492244264,564966336,,,,5203645,3587906,3553429,3553429,,1175516,,,13520496,,,,6835553,36278319,,,,9530660,52644532,66165028,173027,139080,,,29294742,,118694,469075765,498801308,564966336
170726,901053343,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,6785904,533650,23578,2110506,,,,,,,,9453638,1056624,,,,,,17145,,,,,,7052,,,,,1080821,10534459,,,,4618595,306982,,,,305727,,,5231304,,,,,30850,,,,,30850,5262154,380958,,,,,,139178,4752169,5272305,10534459
170726,901053343,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,3975861,3514587,,419775,,,,6089,,,,7916312,214675,,,,,,0,,,,,,1291,,,,,215966,8132278,,,,5001904,29039,,,,1365332,,,6396275,,,,,2673,,,,,2673,6398948,380958,,,,,,0,1352372,1733330,8132278
170730,830146047,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,54873,45561,1887639,,,,250000,,,,,2238073,158774,,,,11500,,,,,,,,,,,,,170274,2408347,59947,,59947,329361,25447,149556,149556,,,,,564311,,,,,,204289,,,,204289,768600,500000,,,,,19339,86461,1033947,1639747,2408347
170730,830146047,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,182664,158997,2038895,,,,250000,,,,,2630556,158774,,,,11500,,,,,,,,,,,,,170274,2800830,44252,,44252,503850,4630,510475,510475,,,,,1063207,,,,,,137480,,,,137480,1200687,500000,,,,,19339,78883,1001921,1600143,2800830
170755,900385745,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,9187,2015187,,75113,,,7176193,506796,,,,9782476,18586229,,,,,,,,,,,,292714,,,,,18878943,28661419,,,,1473897,65212,,,,2957,,,1542066,,,,,73212,,9914393,,,9987605,11529671,1521282,13646535,,,,,,1963931,17131748,28661419
170755,900385745,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,398102,1101609,,125464,,,5592940,1229407,,,,8447522,8607509,,,,,,,,,,,,33050,,,,,8640559,17088081,,,,138606,199111,103,,,,,,337820,,,,,89352,,,,,89352,427172,1521282,13646535,,,,,,1493092,16660909,17088081
