Codigo Instancia,Nit,Fecha Corte,Punto Entrada,Se reunió el Máximo Órgano Social para considerar los estados financieros,Valor de las utilidades decretadas en miles de pesos (ejercicio inmediatamente anterior),Razón social de la sociedad,Objeto social principal,Clasificación Industrial Internacional Uniforme Versión 4 A.C,Corte de cuentas según estatutos,Fecha de constitución (Aaaa-Mm-Dd),Fecha de vencimiento (Aaaa-Mm-Dd),Estado actual,Tipo societario,La sociedad es,Dirección de notificación judicial registrada en Cámara de Comercio,Departamento de la dirección de notificación judicial,Ciudad de la dirección de notificación judicial,Dirección del domicilio,Departamento de la dirección del domicilio,Ciudad de la dirección del domicilio,Teléfono del domicilio,Celular corporativo,E-mail de la sociedad,Matricula mercantil número,Domicilio casa matriz sucursal de sociedad extranjera,País del domicilio casa matriz sucursal de sociedad extranjera,La compañía está obligada a tener Revisor fiscal?,El Revisor fiscal pertenece a una firma?,A que firma pertenece el Revisor Fiscal?,Los estados finacieros estan acompañados del dictamen del revisor fiscal?,Concepto del Revisor fiscal en su informe,Estos estados financieros presentan información reexpresada?,La información reexpresada corresponde a:,Reexpresión según normatividad que aplique,"La Entidad posee inversiones en subsidiarias, asociadas y/o negocios conjuntos?"
167186,830140728,12/31/2019,50 NIIF Pymes - Separados,No,,integral fluids management ifm sas,"Desarrollar   programas  de  protección  ambiental aplicando  tecnologías  biológicas, físicas y químicas para el diseño, construcción  y  operación  de;  plantas  de tratamiento de efluentes, emisiones  gaseosas  y  residuos  sólidos. ",F4220 - Construcción de proyectos de servicio público,01. ANUAL,5/6/2004,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CR 7 156 10 OFC 2005,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CR 7 156 10 OFC 2005,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,3827341,3158008610,CONTABILIDAD@IFM.COM.CO,1376418,,,Si,Si,SIC CONSULTORES ASESORES SAS,Si,03. LIMPIO,No,,,Si
167189,890502559,12/31/2019,50 NIIF Pymes - Separados,Si,94962,INMOBILIARIA TONCHALA SAS,ACTIVIDADES INMOBILIARIAS,L6820 - Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,01. ANUAL,2/24/1978,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,AVENIDA 0 # 17 35 CAOBOS,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,AVENIDA 0 #17 35,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,5821919,3144774135,BACCAJIMENEZCORP@GMAIL.COM,10406,,,Si,No,,Si,03. LIMPIO,No,,,Si
167215,805027231,12/31/2019,50 NIIF Pymes - Separados,Si,,Grupo Factoring de Occidente SAS,Compra y venta de Cartera Factoring,K6493 - Actividades de compra de cartera o factoring,01. ANUAL,6/13/2003,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,05. FACTORING,AVDA 2 OESTE 10 130 OF 702,VALLE,CALI-VALLE,AVDA 2 OESTE 10 130 OF 702,VALLE,CALI-VALLE,4856610,3108365906,GFOCALI@GFO.COM.CO,611279-16,,,Si,Si,KPMG SAS,Si,03. LIMPIO,No,,,Si
167237,860510031,12/31/2019,50 NIIF Pymes - Separados,Si,,GRUPO ASESORIA EN SISTEMATIZACION DE DATOS S.A.S.,PRESTACION DE SERVICIOS DE PROCESAMIENTO DE DATOS,"J6311 - Procesamiento de datos, alojamiento (hosting) y actividades relacionadas",01. ANUAL,10/1/1982,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CL 32 13 07,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CL 32 13 07,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,3402501,3188279707,clizarazo@grupoasd.com.co,182459,,,Si,Si,RUSSELL BEDFORD COLOMBIA SAS,Si,03. LIMPIO,No,,,Si
167249,900529730,12/31/2019,50 NIIF Pymes - Separados,Si,,REDCOL SAS,"LA SOCIEDAD TENDRÁ COMO OBJETO PRINCIPAL LA CREACIÓN, DIRECCIÓN, ADMINISTRACIÓN, OPERACIÓN Y ASESORAMIENTO DE PROYECTOS EDUCATIVOS DE CONTENIDO MULTILINGÜE Y COMPLEMENTARIOS, MEDIANTE PROGRAMAS DE ACOMPAÑAMIENTO PERSONAL Y COLECTIVO, EN INSTITUCIONES DE EDUCACIÓN PREESCOLAR, BÁSICA PRIMARIA, SECUNDARIA, MEDIA VOCACIONAL, TECNOLÓGICA Y SUPERIOR, FORMAL Y NO FORMAL, ENCAMINADAS A LA FORMACIÓN INTEGRAL DEL INDIVIDUO, LA FAMILIA Y LA COMUNIDAD, PROCURANDO PRESTAR TODOS LOS SERVICIOS ANEXOS O COMPLEMENTARIOS CON EL OBJETO EDUCATIVO. PARA EL CABAL CUMPLIMIENTO DE SU OBJETO SOCIAL, LA SOCIEDAD PODRÁ CELEBRAR Y EJECUTAR TODA CLASE DE ACTOS JURÍDICOS QUE LE PERMITAN DESARROLLAR AMPLIAMENTE SUS ACTIVIDADES, ADQUIRIR DERECHOS Y CONTRAER OBLIGACIONES POR CUALQUIER CONCEPTO Y SIN LIMITACIÓN DE CUANTÍA O PLAZO, ASOCIARSE, CONSORCIARSE, Y, EN GENERAL HACER PARTE DE CUALQUIER TIPO DE MODELO SOCIETARIO; PODRÁ CELEBRAR TODO ACTO O CONTRATO CIVIL, COMERCIAL, COMPRA Y VENTA DE BIENES INMUEBLES, FINANCIERO Ó EN CUALQUIER ÁREA, ASÍ SEA PÚBLICO Ó PRIVADO, CON PERSONAS NATURALES Ó JURÍDICAS COMERCIANTES Ó SIN ÁNIMO DE LUCRO, PÚBLICAS Ó PRIVADAS, NACIONALES Ó EXTRANJERAS, TENDIENTES A SU EXPANSIÓN Y EL ADECUADO CUMPLIMIENTO DE SU OBJETO SOCIAL.","M7490 - Otras actividades profesionales, científicas y técnicas n.c.p.",01. ANUAL,5/29/2012,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,KM 2.176 ANILLO VIAL FLORIDABLANCA GIRON NATURA ECOPARQUE EMPRESARIAL TORRE 2 OF 804,SANTANDER,FLORIDABLANCA-SANTANDER,KM 2.176 ANILLO VIAL FLORIDABLANCA GIRON NATURA ECOPARQUE EMPRESARIAL TORRE 2 OF 804,SANTANDER,FLORIDABLANCA-SANTANDER,6185035,3213605901,valencia@redcol.co,05-23746-16,,,Si,Si,KPMG SAS,Si,03. LIMPIO,No,,,Si
167259,800038135,12/31/2019,50 NIIF Pymes - Separados,No,,SALEXDA S.A.S.,INVERSION DE CAPITAL,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,01. ANUAL,6/12/1988,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,cr 13 no 93 40 of 316,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,cr 13 no 93 40 of 316,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,6233440,3204957851,lucascaballero@arrozsupremo.com,336975,,,Si,No,,Si,03. LIMPIO,No,,,Si
167265,804008044,12/31/2019,50 NIIF Pymes - Separados,Si,,ANS COMUNICACIONES LTDA,SERVICIOS DE TELECOMUNICACIONES,J6190 - Otras actividades de telecomunicaciones,01. ANUAL,4/23/1999,4/24/2030,ACTIVA,03. SOCIEDAD LIMITADA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CALLE 106 No. 24-78,SANTANDER,BUCARAMANGA-SANTANDER,CALLE 106 No. 24-78,SANTANDER,BUCARAMANGA-SANTANDER,6523439,3176381396,socorrom@anscomunicaciones.com.co,507667003,,,Si,No,,Si,03. LIMPIO,No,,,Si
167270,800120131,12/31/2019,50 NIIF Pymes - Separados,Si,,LA TROCHA LTDA,"PRESTAR SERVICIOS DE ASESORIA Y CONSULTORIA EN: DISEÑO,CONSTRUCCION,URBANISMO,ARQUITECTURA,INGENIERIA CIVILY GERENCIA DE PROYECTOS INMOBILIARIOS. SUSCRIBIR CON ENTIDADES ESTATALES CONTRATOS DE CONSULTORIA,INTERVENTORIA,CONSTRUCCION DE EDIFICACIONES,OBRAS DE URBANISMO,INGENIERIA CIVIL,OBRAS HIDRAULICAS,SANITARIAS Y AMBIENTALES.",F4111 - Construcción de edificios residenciales,01. ANUAL,2/11/1991,10/19/2030,ACTIVA,03. SOCIEDAD LIMITADA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CALLE 74 5 19 OF 101,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CALLE 74 5 19 OF 101,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,2552588,3165286276,e.giraldo@latrochaltda.com,438772,,,Si,No,,Si,03. LIMPIO,No,,,Si
167297,900471263,12/31/2019,50 NIIF Pymes - Separados,Si,,PROYECTOS INTEGRALES DE DISEÑO Y CONSTRUCCION - PROINDICON SAS,LA PRESTACIÓN DE SERVICIOS PROFESIONALES EN EL CAMPO DE LA INGENIERÍA CIVIL Y DE LA ARQUITECTURA,F4112 - Construcción de edificios no residenciales,01. ANUAL,10/18/2010,,ACUERDO DE REORGANIZACION,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CRA 85 No 14 112 PISO 2,VALLE,CALI-VALLE,CRA 85 No 14 112 PISO 2,VALLE,CALI-VALLE,3151238,3136861780,direccion.administrativa@construccionesmaja.com.co,830143-16,,,No,,,,,No,,,Si
167300,860044360,12/31/2019,50 NIIF Pymes - Separados,Si,,NORDAK S.A.,INVERSION O PARTICIPACION DE SOCIEDADES DE CUALQUIER CLASE ,K6613 - Otras actividades relacionadas con el mercado de valores,01. ANUAL,4/10/1975,4/10/2055,ACTIVA,01. SOCIEDAD ANÓNIMA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,KR 13 50 78 P-5,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,KR 13  50 78 P-5,BOGOTA D.C.,CHAPINERO-BOGOTA D.C.,2356820,3156751939,contador@ropsohn.com.co ,59841,,,Si,Si,BAREÑO Y CIA SAS ,Si,03. LIMPIO,No,,,Si
167307,900055835,12/31/2019,50 NIIF Pymes - Separados,Si,,INVERSIONES GONAR SAS,COMPRA Y VENTA DE BIENES INMUEBLES,F4111 - Construcción de edificios residenciales,01. ANUAL,10/13/2005,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CRA 1 6 106 OF  301,CUNDINAMARCA,FACATATIVA-CUNDINAMARCA,CRA 1 6 106 OF 301,CUNDINAMARCA,FACATATIVA-CUNDINAMARCA,8901575,3002091514,gonarltda@gmail.com,42560,,,Si,No,,Si,03. LIMPIO,No,,,Si
167316,901024933,12/31/2019,50 NIIF Pymes - Separados,Si,,INVERSIONES HMC S.A.S.,INVERSIONISTA,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,01. ANUAL,9/5/2016,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CALLE 71 5-75  OF 601,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CALLE 71 5-75 OF 601,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,8299732,3178785582,mario@multiflora.com,2749371,,,No,,,,,No,,,Si
167323,900309444,12/31/2019,50 NIIF Pymes - Separados,Si,,HOSPICLINIC DE COLOMBIA SAS,"COMERCIO AL POR MAYOR DE PRODUCTOS FARMACEUTICOS, MEDICINALES, COSMETICOS Y DE TOCADOR","G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",01. ANUAL,8/31/2009,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CL 4 11E 128 COLSAG,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,CL 4 11E 128 COLSAG,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,5745739,3167406063,hospiclinic@yahoo.es,195508,,,Si,Si,ALIADO CONSULTOR SAS ,Si,03. LIMPIO,No,,,Si
167325,811014733,12/31/2019,50 NIIF Pymes - Separados,Si,,DOLPHINS PLUS SA,DISTRIBUCIÓN MINORISTA DE COMBUSTIBLE,G4731 - Comercio al por menor de combustible para automotores,01. ANUAL,7/15/1998,8/11/2048,ACTIVA,01. SOCIEDAD ANÓNIMA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CL 8B 65 191 OFC 505,ANTIOQUIA,MEDELLIN-ANTIOQUIA,KM 14 VTE PALMAS,ANTIOQUIA,ENVIGADO-ANTIOQUIA,4480313,3113826974,dolphisltda@une.net.co,58423,,,Si,No,,Si,03. LIMPIO,No,,,Si
167334,900125031,12/31/2019,50 NIIF Pymes - Separados,Si,,INVERSIONES JAIPUR SAS,6494,K6494 - Otras actividades de distribución de fondos,01. ANUAL,12/20/2006,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,Carrera 7 # 76-40,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Carrera 7 # 76 - 40,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,3133199,3203412884,contador@jaipur.net.co,1659556,,,Si,Si,NARIÑO Y ASOCIADOS AUDITORES CONSULTORES SA,Si,03. LIMPIO,No,,,Si
167335,800060204,12/31/2019,50 NIIF Pymes - Separados,Si,57004,CONSTRUCTORA NELEKONAR S.A.S.,CONSTRUCCIONES VIS,F4111 - Construcción de edificios residenciales,01. ANUAL,1/27/1989,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,Carrera 7 No. 155C - 20 OF 3002 ,BOGOTA D.C.,USAQUEN-BOGOTA D.C.,Carrera 7 No. 155C - 20 OF 3002,BOGOTA D.C.,USAQUEN-BOGOTA D.C.,2013899,3134739802,nelekonar@nelekonar.com,362656,,,Si,No,,Si,03. LIMPIO,No,,,Si
167344,860503631,12/31/2019,50 NIIF Pymes - Separados,Si,,ID SYSTEMS SA ,DISEÑO E IMPLEMENTACION DE SISTEMAS DE INFORMACION  ,J6209 - Otras actividades de tecnologías de información y actividades de servicios informáticos,01. ANUAL,10/6/1981,10/22/2068,ACTIVA,01. SOCIEDAD ANÓNIMA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CARRERA 22 # 40-94 ,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CARRERA 22 # 40-94 ,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,9261679,3124525365,CONTABILIDAD@IDSYSTEMSA.COM ,159972,,,Si,No,,Si,03. LIMPIO,No,,,Si
167348,816008443,12/31/2019,50 NIIF Pymes - Separados,Si,156287,COMERCIAL DE LICORES SAS,"COMPRA, VENTA Y DISTRIBUCION DE TODA CLASE DE RANCHO Y LICORES NACIONES E IMPORADOS",G4632 - Comercio al por mayor de bebidas y tabaco,01. ANUAL,6/30/2004,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CRA 10 31B 28 58 AV FERROCARRIL,RISARALDA,DOS-QUEBRADAS-RISARALDA,CRA 10 31B 28 58 AV FERROCARRIL,RISARALDA,DOS-QUEBRADAS-RISARALDA,3222288,3154861947,contador@comercialdelicores.co,26488,,,Si,No,,Si,03. LIMPIO,No,,,Si
167352,830090933,12/31/2019,50 NIIF Pymes - Separados,Si,,GREEN CITY INVERSIONES Y CONSTRUCCIONES SAS ,EJERCICIO DE LA INGENIERIA ARQUITECTURA Y DISEÑO EN TODAS SUS RAMAS ,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,01. ANUAL,7/25/2001,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CRA 14 N° 93B 15,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CRA 14 N°93B 15,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,5938111,3176389873,grupomedplus@medplus.com.co,112116,,,Si,Si,CROWE CO SAS,Si,03. LIMPIO,No,,,Si
167375,860037232,12/31/2019,50 NIIF Pymes - Separados,Si,,INGENIERIA CONSTRUCCIONES Y EQUIPOS CONEQUIPOS ING SAS,CONSTRUCCION OBRAS CIVILES,F4290 - Construcción de otras obras de ingeniería civil,02. SEMESTRAL,5/21/1973,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CL 110 9 25 OF 1705,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CL 110 9 25 OF 1705,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,2147701,3183726814,contabilidad@conequipos.com,36598,,,Si,Si,VENTUS CONSULTORES SAS,Si,03. LIMPIO,No,,,Si
167378,900225631,12/31/2019,50 NIIF Pymes - Separados,Si,,VIDAMEDICAL IPS S.A.S.,Prestacion de servicios medicos  y demas servicios relacionados con la salud humana prestados por intermedio de terceros ,"Q8621 - Actividades de la práctica médica, sin internación",01. ANUAL,6/23/2008,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,AV 4 AE NRO 5-29 /37/,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,AV 4 AE NRO 5-29 /37/,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,5948229,3105520233,notificacioncucuta@vidamedicalips.com,176645,,,Si,Si,ALIADO CONSULTOR SAS,Si,03. LIMPIO,No,,,Si
167391,800157530,12/31/2019,50 NIIF Pymes - Separados,Si,0,M&C S.A.S  M&C S.A.S ,"MANTENIMIENTO Y REPARACION ESPECIALIZADA DE MAQUINARIA Y EQUIPO """,C3312 - Mantenimiento y reparación especializado de maquinaria y equipo,01. ANUAL,3/17/1992,,ACUERDO DE REORGANIZACION,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CL 71  18 75 BRR LA LIBERTAD  ,SANTANDER,BARRANCABERMEJA-SANTANDER,CL 71  18 75 BRR LA LIBERTAD  ,SANTANDER,BARRANCABERMEJA-SANTANDER,6114383,3142372150,INFO@MYCLTDA.COM  ,21989,,,Si,No,,Si,02. CON SALVEDAD,No,,,Si
167394,816003935,12/31/2019,50 NIIF Pymes - Separados,Si,1042681,PLANET CORP SAS,"COMPRA VENTA Y ADMINISTRACION DE INMUEBLES, NEGOCIOS RELACIONADOS CON LA ACTIVIDAD INMOBILIARIA   ",L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,01. ANUAL,7/23/1997,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CRA 8 20 53,RISARALDA,PEREIRA-RISARALDA,CRA 8 20 53,RISARALDA,PEREIRA-RISARALDA,3341658,3138701356,PLANETCORPSA@GMAIL.COM,27-110558-04,,,Si,No,,Si,03. LIMPIO,No,,,Si
167406,806000233,12/31/2019,50 NIIF Pymes - Separados,Si,,INGCONS SAS,"EL OBJETO SOCIAL DE ESTA SOCIEDAD REALIZAR ACTIVIDAD CIVIL ,  METALMECANICA, CIONSTRUCCION , PINTURA . ",F4390 - Otras actividades especializadas para la construcción de edificios y obras de ingeniería civil,01. ANUAL,2/3/1995,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES, BELLAVISTA CRA 56B #2F-48,BOLIVAR,CARTAGENA-BOLIVAR,CRA 56B #2F-48,BOLIVAR,CARTAGENA-BOLIVAR,6670985,3186005756,INGCONS@INGCONS.COM.CO,09-106095-12,,,Si,No,,Si,03. LIMPIO,No,,,Si
167434,800113470,12/31/2019,50 NIIF Pymes - Separados,Si,,MATERA SABBAGH Y CIA S EN C S,ADMINISTRACION DEL PATRIMONIO FAMILIAR MATERA SABBAGH,K6613 - Otras actividades relacionadas con el mercado de valores,01. ANUAL,10/31/1990,10/31/2040,ACTIVA,04. SOCIEDAD EN COMANDITA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CALLE 15 CRA 19 ESQ,ATLANTICO,GALAPA-ATLANTICO,CALLE 15 CRA 19 ESQ,ATLANTICO,GALAPA-ATLANTICO,3669999,3114131783,empresa@camaguey.com.co,790764,,,Si,No,,Si,03. LIMPIO,No,,,Si
167450,900010332,12/31/2019,50 NIIF Pymes - Separados,Si,,IRON CONSTRUCTORES SAS,"CONSTRUCCION, DISEÑO Y CONSULTORIA DE TODA CLASE OBRAS CIVILES NS""CONSTRUCCION, DISEÑO Y CONSULTORIA DE TODA CLASE OBRAS CIVILES NSTRUCCION, DISEÑO Y CONSULTORIA DE TODA CLASE OBRAS CIVILES"" TRUCCION, DISEÑO Y CONSULTORIA DE TODA CLASE OBRAS CIVILES",F4290 - Construcción de otras obras de ingeniería civil,01. ANUAL,11/5/2014,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CR 29 45 45 OF 1103 ,SANTANDER,BUCARAMANGA-SANTANDER,CR 29 45 45 OF 1103 ,SANTANDER,BUCARAMANGA-SANTANDER,6471718,3112762949,juridico@valderramavalco.com,05-359165-16 ,,,Si,No,,Si,03. LIMPIO,No,,,Si
167459,900325530,12/31/2019,50 NIIF Pymes - Separados,Si,352000000,ROEL S.A.S,"La fabricacion, importacion y comercializacion de productos de bisuteria",G4649 - Comercio al por mayor de otros utensilios domésticos n.c.p.,01. ANUAL,10/30/2009,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,Cra 53 A 45 124 Of. 801,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Cra 52 45 62 LC 164,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4445461,3013823720,sandrago86@hotmail.com,2142267912,,,Si,No,,Si,03. LIMPIO,No,,,Si
167461,800227047,12/31/2019,50 NIIF Pymes - Separados,No,,ASKA SAS,"La adquisición y explotación de bienes muebles e inmuebles para su desarrollo, comercialización y explotación, bajo la figura comercial legalmente permitida que se considera más conveniente para los intereses de la sociedad",M7010 - Actividades de administración empresarial,01. ANUAL,3/24/1994,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CR 59 74 51,ATLANTICO,BARRANQUILLA-ATLANTICO,CR 59 74 51,ATLANTICO,BARRANQUILLA-ATLANTICO,3854113,3006485627,driedel@audinetconsulting.com,53359,,,Si,Si,AUDINET CONSULTING SAS,No,,No,,,Si
167544,802019633,12/31/2019,50 NIIF Pymes - Separados,Si,766134,VALORUM DEL CARIBE SA,PRESTACION DE  SERVICIOS DE CORRETAJE Y ASESORIA EN TODAS LAS ACTIVIDADES Y SERVICIOS  DE FACTORING,K6619 - Otras actividades auxiliares de las actividades de servicios financieros n.c.p.,01. ANUAL,1/28/2003,12/31/2042,ACTIVA,01. SOCIEDAD ANÓNIMA,05. FACTORING,CALLE 76 No. 54-11 OF A1501,ATLANTICO,BARRANQUILLA-ATLANTICO,CALLE 76 No. 54-11 OF A1501,ATLANTICO,BARRANQUILLA-ATLANTICO,3692750,3187879073,info@valorumdelcaribe.co,343951,,,Si,No,,Si,03. LIMPIO,No,,,Si
167619,860027231,12/31/2019,50 NIIF Pymes - Separados,Si,,HELBERT Y CIA S.A.,"Fabricación De Otras Bombas, Compresores, Grifos Y Válvulas.","C2813 - Fabricación de otras bombas, compresores, grifos y válvulas",01. ANUAL,12/31/1969,12/29/2094,ACTIVA,01. SOCIEDAD ANÓNIMA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,PARQUE INDUSTRIAL TERRAPUERTO EL DORADO BOD.8,CUNDINAMARCA,COTA-CUNDINAMARCA,PARQUE INDUSTRIAL TERRAPUERTO EL DORADO BOD.8,CUNDINAMARCA,COTA-CUNDINAMARCA,8773621,3204882744,contabilidad@helbertycia.com,21849,,,Si,No,,Si,03. LIMPIO,No,,,Si
167636,900381432,12/31/2019,50 NIIF Pymes - Separados,Si,,VISTA BAHIA S.A.S,CONSTRUCCION DE VIVIENDA,F4111 - Construcción de edificios residenciales,01. ANUAL,9/1/2010,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CALLE 34B 65D-02 OF 502,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CALLE 34B 65D-02 OF 502,ANTIOQUIA,MEDELLIN-ANTIOQUIA,2307337,3136953106,info@krear.com.co,21-436517-12,,,No,,,,,No,,,Si
167654,900346744,12/31/2019,50 NIIF Pymes - Separados,Si,,INVERSIONES RESTREPO ZABALA SAS  ,ACTIVIDADES INMOBILIARIAS REALIZADAS CON BIENES PROPIOS  ARRENDADOS   ,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,01. ANUAL,3/16/2010,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CR 29 C 10 C 125 PISO 06  ,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CR 29 C 10C 125 PISO 06 ,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4034380,3148127173,contabilidad@ikongroup.com.co  ,214280412,,,Si,No,,Si,03. LIMPIO,No,,,Si
167672,800204737,12/31/2019,50 NIIF Pymes - Separados,Si,,ADQUIRIR  S.A.S,inmobiliarias realizadas a cambio de una retribución o por contrata,L6820 - Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,01. ANUAL,7/27/1993,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CL 3 SUR 43A 52 OFC 1703,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CL 3 SUR 43A52 OFC 1703,ANTIOQUIA,MEDELLIN-ANTIOQUIA,3210303,3113838330,contabilidad@adquirir.com.co,21-179984-12,,,Si,No,,Si,03. LIMPIO,No,,,Si
